id,growth
01400010011010,6.910178599231884
01400010011013,-28.260762735259846
01400010011014,-11.013800542883104
01400010026013,-14.771735031137794
01400010030008,7.874381991642451
01400010030020,99.28215805443133
01400010045001,11.864002551567097
01400010045006,35.26969001683858
0140001005A001,-7.8754972741002405
0140001005A006,7.069572328839584
0140001005A016,7.60310172822021
01400010079002,-38.947300153434895
01400010079025,51.8731360387757
01400010098001,-14.529818465887956
01400010098013,44.67472692565178
01400010098015,17.95261206024783
01400010115002,94.54961198395341
01400010115007,2.4565211341467403
0140001012A012,3.4913115431158417
01400010153006,13.640700888269919
01400010153009,-19.976865844937635
01400010172009,-25.479286384668185
01400010187003,-18.657573988818882
01400010191005,2.8720951565342574
01400010191008,5.143914864643492
01400010204009,118.35728959414467
01400010204013,23.618675667013903
01400010238003,-19.930559468524876
01400010242011,186.73633421996414
01400010242012,4.33550789144175
01400010242013,-5.289144800658022
01400010257008,6.412240378862009
01400010257010,50.26642990417912
01400010257029,261.0965633132198
01400010261001,39.76218039683087
01400010261006,-22.68425565609286
01400010276018,-14.04612158592721
01400010295002,-11.909507476468022
01400010308007,23.68658755554678
01400010327006,-39.463433153600434
01400010346005,154.3992782742236
01400010346010,34.509922390439755
01400010346015,115.44220828106751
01400010346017,53.85207531804713
01400010350023,-35.358764033912735
01400010350026,-15.376036978555476
01400010365003,15.156009321437566
01400010365016,18.072731980081812
01400010384008,198.43222264048978
01400010384010,11.629113648896535
01400010399002,12.317274691340941
01400010399009,4.825433336640202
01400010399010,-22.94304195468257
01400010401006,14.421972355720712
01400010401008,48.25236599475895
01400010401010,107.4110971653543
01400010401014,108.15409358691514
01400010420009,-23.890355363144806
01400010435005,-2.298656941531746
01400010435013,-16.757086328055237
0140001044A002,33.22170290875164
0140001044A005,-23.47512192958422
01400010454004,20.48263740147776
01400010492001,-29.88952616342395
01400010492007,-17.076330370662944
01400010505010,9.585142547066951
0140001051A013,75.00733315806465
01400010524002,121.46494895459159
01400010524019,72.20797755150483
01400010562001,-3.976293058043538
01400010562003,19.3408801250267
01400010562004,2.168979206242213
01400010562005,-10.542061147483977
01400010562013,10.325478977956465
01400010577001,126.51336996951815
01400010577021,17.43147775090179
01400010581006,41.14813921043677
01400010581011,30.129562195287605
01400010581012,8.411093831846216
01400010596001,-9.657750542040333
01400010596011,105.22156080706401
01400010596013,-17.81429071043506
01400010596016,-15.040725061350528
01400010596017,-1.6191526804218483
01400010609002,10.076707833481407
01400010609005,21.108327022393354
01400010609013,-27.13156695860704
01400010609014,-5.171275168009345
01400010613011,24.096151311789086
01400010613012,82.65765365085332
01400010613017,46.88664900781313
01400010613020,-33.437536766613746
01400010628022,-6.763762836634868
01400010632006,-55.48432884058957
01400010632012,-9.633737405783776
01400010632019,-35.637168647297344
01400010632025,6.992645138761617
01400010632030,251.3143767472469
01400010632036,35.01282681301703
01400010670011,-13.315038298289124
01400010685001,37.51183270143065
01400010685011,27.197008746255122
0140001069A008,-64.68932569666643
01400010702008,2.323886049283928
01400010702017,-1.261308695294744
01400010702023,16.911021073085124
01400010721003,70.27951484892398
01400010721017,81.30589060465138
01400010736003,50.714647773705394
01400010736006,-43.372247741330625
01400010740003,21.494242493440424
01400010755001,9.404497366219559
01400010755002,19.18664497556452
01400010755003,-57.08095791951511
01400010755004,-18.19271055503596
01400010755006,153.96794376467193
01400010755016,54.52113278173337
0140001076A002,-47.15120079708504
0140001076A003,-49.21508780436803
01400010789001,-49.0308868091885
01400010793006,39.703125282029816
01400010793014,-50.64437112808117
01400010793018,67.6204755234125
01400010806003,2.8881180373714557
01400010806009,25.383073072681086
01400010810005,-61.40446629545854
01400010810014,39.890425206228485
01400010810016,16.59895839175232
01400010844012,27.710705527932205
01400010844027,65.71602744217219
01400010863012,37.52786079954765
01400010863021,-26.482184579590395
01400010878001,-8.592462988902355
01400010897010,6.799457956130993
01400010897011,-17.608503165927857
0140001090A010,-58.59549656077444
0140001090A018,190.02169061416015
01400010914004,23.869207445510156
01400010933010,41.59540134937424
01400010948002,-23.06518571392641
01400010948005,-9.587574792015346
01400010952001,57.30950829838696
01400010952006,-14.679723108719529
01400010952008,-24.90229544206767
01400010967001,19.83869361294333
01400010986001,18.22698140265628
01400010986015,91.90808278242116
01400010986017,56.883411478855805
01400010990004,-20.587234954590727
01400010990018,18.78639910913273
01400011005005,-30.063506912075738
01400011005012,-52.14414143187487
0140001101A016,5.658411220013164
0140001101A021,27.20826754268373
