id,Price_m2,tiempo,pobtot,p_0a2,p_60ymas,prom_hnv,graproes,graproes_f,pocupada,pocupada_f,pder_ss,vivtot,tvivhab,tvivpar,vivpar_hab,vivpar_ut,prom_ocup,vph_2ymasd,vph_autom,vph_pc,vph_inter,pct_0a2,pct_60,pct_wf,pct_t_inhab_hh,pct_privhh,pct_privhh_inhab,pct_hhtemp,pct_hh_car,pct_hh_pc,pct_hh_int
00500010968005,13239.713636363636,2010.0,116.0,3.0,11.0,1.76,13.98,13.3,52.0,22.0,75.0,46.0,,,,,3.14,35.0,35.0,34.0,33.0,2.586206896551724,9.482758620689657,42.307692307692314,,,,,76.08695652173914,73.91304347826086,71.73913043478261
00500010968005,13239.713636363636,2020.0,154.0,3.0,22.0,1.27,14.11,13.79,86.0,39.0,106.0,48.0,44.0,47.0,43.0,,3.5,40.0,41.0,40.0,42.0,1.9480519480519483,14.285714285714285,45.34883720930232,91.66666666666666,97.91666666666666,89.58333333333334,,85.41666666666666,83.33333333333334,87.5
00500010968008,2815.8568464730292,2010.0,55.0,0.0,24.0,0.6,11.67,10.72,14.0,8.0,38.0,7.0,,,,,4.17,6.0,6.0,6.0,6.0,0.0,43.63636363636363,57.14285714285714,,,,,85.71428571428571,85.71428571428571,85.71428571428571
00500010968008,2815.8568464730292,2020.0,63.0,,18.0,0.91,14.66,14.38,42.0,23.0,52.0,21.0,18.0,20.0,17.0,,2.88,13.0,15.0,16.0,17.0,,28.57142857142857,54.76190476190477,85.71428571428571,95.23809523809523,80.95238095238095,,71.42857142857143,76.19047619047619,80.95238095238095
00500010968009,1706.0030769230768,2010.0,70.0,,13.0,1.42,13.29,13.17,29.0,15.0,40.0,24.0,,,,,3.5,16.0,18.0,17.0,17.0,,18.571428571428573,51.72413793103448,,,,,75.0,70.83333333333334,70.83333333333334
00500010968009,1706.0030769230768,2020.0,139.0,6.0,31.0,1.41,14.44,13.92,67.0,38.0,101.0,52.0,43.0,48.0,39.0,,3.23,41.0,31.0,35.0,39.0,4.316546762589929,22.302158273381295,56.71641791044776,82.69230769230771,92.30769230769229,75.0,,59.615384615384606,67.30769230769229,75.0
00500010968016,7616.92305764411,2010.0,72.0,0.0,12.0,1.44,14.89,14.51,36.0,15.0,55.0,42.0,,,,,3.0,20.0,23.0,19.0,20.0,0.0,16.666666666666664,41.66666666666667,,,,,54.76190476190477,45.23809523809525,47.61904761904761
00500010968016,7616.92305764411,2020.0,324.0,10.0,49.0,1.26,15.33,15.24,180.0,81.0,252.0,145.0,122.0,144.0,121.0,12.0,2.66,93.0,114.0,112.0,116.0,3.08641975308642,15.123456790123456,45.0,84.13793103448276,99.3103448275862,83.44827586206897,8.275862068965518,78.6206896551724,77.24137931034483,80.0
00500010968017,31144.781144781144,2010.0,52.0,,11.0,1.36,14.78,14.23,34.0,10.0,38.0,17.0,,,,,3.25,13.0,12.0,15.0,15.0,,21.153846153846157,29.411764705882355,,,,,70.58823529411767,88.23529411764706,88.23529411764706
00500010968017,31144.781144781144,2020.0,57.0,,15.0,1.09,15.18,14.59,31.0,11.0,37.0,25.0,19.0,25.0,19.0,,3.0,16.0,17.0,18.0,18.0,,26.315789473684212,35.483870967741936,76.0,100.0,76.0,,68.0,72.0,72.0
00500010972018,18750.0,2010.0,289.0,16.0,22.0,1.93,9.17,8.53,102.0,39.0,210.0,83.0,,,,,3.49,40.0,22.0,28.0,18.0,5.536332179930795,7.612456747404845,38.23529411764706,,,,,26.506024096385545,33.734939759036145,21.686746987951807
