,Unnamed: 0,m2,state,rooms,price,status,adress,long,lat
87,87,141,construidos , 3 recs. ,"246,050,000",Casa en venta ," Benito Juárez , Distrito Federal ",-99.15914459999999,19.3794059
88,88,345,construidos , 4 recs. ,"2,240,000",Casa en venta ," Benito Juárez , Distrito Federal ",-99.15914459999999,19.3794059
89,89,300,construidos , 4 recs. ,"8,500,000",Casa en venta ," Venta Casa , Benito Juárez , Distrito Federal ",-99.1514255,19.3865757
90,90,310,construidos , 4 recs. ,"1,444,751",Casa en venta ," Benito Juárez , Distrito Federal ",-99.15914459999999,19.3794059
91,91,396,construidos , 4 recs. ,"1,326,450",Casa en venta ," Manuel López Cotilla858 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1652263,19.3850037
92,92,339,construidos , 4 recs. ,"15,500,000",Casa en venta ," Altadena , Nápoles , Benito Juárez , Distrito Federal ",-99.174183,19.3962283
93,93,310,construidos , 4 recs. ,"7,618,043",Casa en venta ," PABLO UCELLO75 , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1827304,19.3830365
94,94,200,construidos , 3 recs. ,"1,244,369",Casa en venta ," XOLA1902 , Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1465645,19.3954004
95,95,195,construidos , 2 recs. ,"761,483",Casa en venta ," Pirineos60 A , Portales Sur , Benito Juárez , Distrito Federal ",-99.1437582,19.3616272
96,96,195,construidos , 2 recs. ,"761,483",Casa en venta ," Pirineos60 A , Portales Sur , Benito Juárez , Distrito Federal ",-99.1437582,19.3616272
97,97,180,construidos , 3 recs. ,"1,155,966",Casa en venta ," CASTILLA 0 , Alamos , Benito Juárez , Distrito Federal ",-99.14297219999999,19.3962241
98,98,200,construidos , 4 recs. ,"1,049,999",Casa en venta ," CALLE MARIA HERNANDEZ ZARCO 0 , Alamos , Benito Juárez , Distrito Federal ",-99.1404331,19.4030348
99,99,400,construidos , 4 recs. ,"1,619,579",Casa en venta ," Benito Juárez , Distrito Federal ",-99.15914459999999,19.3794059
100,100,360,construidos , 4 recs. ,"2,570,000",Casa en venta ," CUICUILCO6 , Letran Valle , Benito Juárez , Distrito Federal ",-99.1489232,19.3773158
101,101,405,construidos , 4 recs. ,"7,254,014",Casa en venta ," ADOLFO PRIETO1238 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.16984550000001,19.382204
102,102,356,construidos , 3 recs. ,"3,030,000",Casa en venta ," Av. Gabriel Mancera725 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.16401599999999,19.3879704
103,103,332,construidos , 4 recs. ,"812,000",Casa en venta ," Indiana141 , Nápoles , Benito Juárez , Distrito Federal ",-99.1791873,19.387399
104,104,268,construidos , 3 recs. ,"2,470,000",Casa en venta ," Adolfo Prieto132 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.1658189,19.3984168
105,105,440,construidos , 4 recs. ,"1,594,787",Casa en venta ," Samuel Ramos5 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1626024,19.3804039
106,106,180,construidos , 4 recs. ,"1,352,032",Casa en venta ," GABRIEL MANCERA 0 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1611563,19.4000783
107,107,260,construidos , 4 recs. ,"1,200,000",Casa en venta ," PASADENA 000 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.17356889999999,19.3901512
108,108,206,construidos , 3 recs. ,"2,470,000",Casa en venta ," mercaderes 00 , San José Insurgentes , Benito Juárez , Distrito Federal ",-99.18285960000001,19.3644027
109,109,220,construidos , 3 recs. ,"2,910,000",Casa en venta ," Jaina16 , Letran Valle , Benito Juárez , Distrito Federal ",-99.1521486,19.3743726
110,110,1,construidos ,,"39,700,000",Casa en venta ," San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.185752,19.3880449
111,111,440,construidos , 4 recs. ,"4,720,000",Casa en venta ," ADOLFO PRIETO1020 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.16871510000001,19.3869126
112,112,270,construidos , 4 recs. ,"1,320,000",Casa en venta ," OHIO 13 , Nápoles , Benito Juárez , Distrito Federal ",-99.17155260000001,19.3987179
113,113,76,construidos , 2 recs. ,"2,603,825",Casa en venta ," Romero de Terrenos 25 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.16840599999999,19.3957813
114,114,1,construidos ,,"39,700,000",Casa en venta ," San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.185752,19.3880449
115,115,420,construidos , 4 recs. ,"1,961,750",Casa en venta ," Gabriel Mancera 20 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.16110019999999,19.4007517
116,116,360,construidos , 4 recs. ,"4,280,000",Casa en venta ," AV. RIO CHURUBUSCO46 , Miravalle , Benito Juárez , Distrito Federal ",-99.1425961,19.3574344
117,117,266,construidos , 4 recs. ,"2,980,000",Casa en venta ," Cincinnati 00 , Nochebuena , Benito Juárez , Distrito Federal ",-99.1803442,19.3810879
118,118,97,construidos , 2 recs. ,"4,180,000",Casa en venta ," Av. Popocatepétl 435 , Santa Cruz Atoyac , Benito Juárez , Distrito Federal ",-99.1618347,19.3649878
119,119,161,construidos , 3 recs. ,"2,940,000",Casa en venta ," Av. Patriotismo 875 , Insurgentes Mixcoac , Benito Juárez , Distrito Federal ",-99.1869275,19.3737503
120,120,60,construidos , 2 recs. ,"636,000",Casa en venta ," Av. Niños Héroes de Chapultepec 102 , Niños Héroes De Chapultepec , Benito Juárez , Distrito Federal ",-99.14502499999999,19.3874329
121,121,75,construidos , 2 recs. ,"656,000",Casa en venta ," NIÑOS HEROES DE CHAPULTEPEC 102 , Niños Héroes , Benito Juárez , Distrito Federal ",-99.14054519999999,19.3868073
122,122,80,construidos , 2 recs. ,"1,070,388",Casa en venta ," Guipúzcoa 108 , Niños Héroes De Chapultepec , Benito Juárez , Distrito Federal ",-99.1434898,19.3881047
123,123,70,construidos , 2 recs. ,"1,090,800",Casa en venta ," Guipúzcoa 32 , Josefa Ortiz De Domínguez , Benito Juárez , Distrito Federal ",-99.139337,19.3874239
124,124,347,construidos , 4 recs. ,"7,700,000",Casa en venta ," Ixcateopan 00 , Letran Valle , Benito Juárez , Distrito Federal ",-99.15828549999999,19.3761216
125,125,75,construidos , 2 recs. ,"1,170,000",Casa en venta ," Jose Maria Rico 634 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.16935749999999,19.3671015
126,126,107,construidos , 3 recs. ,"1,725,000",Casa en venta ," Benito Juárez 17 , Albert , Benito Juárez , Distrito Federal ",-99.14055630000001,19.3710394
127,127,105,construidos , 2 recs. ,"4,740,000",Casa en venta ," Baltimore 70 , Nochebuena , Benito Juárez , Distrito Federal ",-99.1795121,19.3812166
128,128,155,construidos , 3 recs. ,"3,156,200",Casa en venta ," Azores 514 , Portales Norte , Benito Juárez , Distrito Federal ",-99.1548928,19.3681852
129,129,341,construidos , 4 recs. ,"4,755,000",Casa en venta ," Emiliano Zapata 00 , Portales Oriente , Benito Juárez , Distrito Federal ",-99.1439168,19.3646948
130,130,300,construidos ,,"19,800,000",Casa en venta ," Anaxagoras , Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.15770619999999,19.3877107
131,131,360,construidos , 4 recs. ,"1,550,369",Casa en venta ," ENRIQUE PESTALOZZI 0 , Narvarte , Benito Juárez , Distrito Federal ",-99.15759399999999,19.4031329
132,132,95,construidos , 2 recs. ,"3,553,133",Casa en venta ," Gabriel Mancera 1027 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.165511,19.3816626
133,133,413,construidos , 4 recs. ,"4,140,000",Casa en venta ," Corregio 00 , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1819996,19.3820741
134,134,325,construidos , 3 recs. ,"2,250,000",Casa en venta ," Martin Mendalde 1750 , Acacias , Benito Juárez , Distrito Federal ",-99.1722822,19.3630245
135,135,78,construidos , 2 recs. ,"1,660,000",Casa en venta ," Icacos 9 , Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1512144,19.3991486
136,136,65,construidos , 2 recs. ,"662,082",Casa en venta ," Fernando 76 , Alamos , Benito Juárez , Distrito Federal ",-99.1394646,19.3995555
137,137,100,construidos , 2 recs. ,"3,980,000",Casa en venta ," Corregio 65 , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1817548,19.3833588
138,138,347,construidos , 4 recs. ,"7,700,000",Casa en venta ," Ixcateopan 00 , Letran Valle , Benito Juárez , Distrito Federal ",-99.15828549999999,19.3761216
139,139,226,construidos , 3 recs. ,"8,395,000",Casa en venta ," Patricio Sanz 1745 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1760202,19.3687597
140,140,166,construidos , 3 recs. ,"6,000,000",Casa en venta ," Calle Gabriel Mancera 46 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.1611075,19.3996373
141,141,224,construidos , 3 recs. ,"3,070,000",Casa en venta ," Cda Xocotitla 17 , Xoco , Benito Juárez , Distrito Federal ",-99.1655198,19.3624554
142,142,318,construidos , 3 recs. ,"12,150,000",Casa en venta ," San Lorenzo 909 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1654712,19.3728191
143,143,335,construidos , 6 recs. ,"190,000",Casa en venta ," Manuel López Cotilla 1 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1670884,19.3775402
144,144,200,construidos , 3 recs. ,"3,000,000",Casa en venta ," Calle Balboa 724 , Portales Sur , Benito Juárez , Distrito Federal ",-99.1453818,19.363537
145,145,200,construidos , 3 recs. ,"11,000,000",Casa en venta ," FELIX PARRA 176 , San José Insurgentes , Benito Juárez , Distrito Federal ",-99.1847245,19.3632063
146,146,315,de terreno , 3 recs. ,"11,995,100",Casa en venta ," Casa 3 EN Condominio.en Venta. al 300 , Benito Juárez , Distrito Federal ",-99.1788953,19.3752041
147,147,307,construidos , 4 recs. ,"10,800,000",Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.3797151
148,148,213,construidos , 3 recs. ,"9,990,000",Casa en venta ," Cerrada Jose Ignacio de Bartolache 1 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.16980050000001,19.385425
149,149,191,construidos , 4 recs. ,"5,550,000",Casa en venta ," hilario Perez de Leon , Narvarte , Benito Juárez , Distrito Federal ",-99.1406622,19.3839126
150,150,1200,construidos , 4 recs. ,"78,800,000",Casa en venta ," Angel Urraza , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1651797,19.3825892
151,151,467,construidos , 5 recs. ,"13,220,000",Casa en venta ," Xochicalco 668 , Letran Valle , Benito Juárez , Distrito Federal ",-99.1563695,19.3769196
152,152,360,construidos , 3 recs. ,"12,850,000",Casa en venta ," Acacias , Benito Juárez , Distrito Federal ",-99.17398569999999,19.3628631
153,153,170,construidos , 3 recs. ,"7,800,000",Casa en venta ," Amores 1 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.1623341,19.4010592
154,154,554,construidos , 6 recs. ,"24,300,000",Casa en venta ," Camino a Santa Teresa , San José Insurgentes , Benito Juárez , Distrito Federal ",-99.20044229999999,19.305713
155,155,220,construidos , 3 recs. ,"4,500,000",Casa en venta ," Mercaderes , San José Insurgentes , Benito Juárez , Distrito Federal ",-99.1854657,19.3653076
156,156,200,construidos , 3 recs. ,"2,000,000",Casa en venta ," María Hernández Zarco 68 , Alamos , Benito Juárez , Distrito Federal ",-99.1404374,19.4031664
157,157,184,construidos , 3 recs. ,"7,550,000",Casa en venta ," Adolfo Prieto , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1696422,19.3837406
158,158,233,construidos , 3 recs. ,"7,300,000",Casa en venta ," Adolfo Prieto , Benito Juárez , Distrito Federal ",-99.1700168,19.3824557
159,159,360,construidos , 5 recs. ,"11,700,000",Casa en venta ," Calle 17 1 , San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.1818321,19.3885815
160,160,343,construidos , 4 recs. ,"12,450,000",Casa en venta ," Providencia 1117 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.17090549999999,19.3832389
161,161,700,construidos ,,"30,950,000",Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.3797151
162,162,167,construidos , 3 recs. ,"6,500,000",Casa en venta ," Av. Primero de Mayo 152 , San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.18699289999999,19.3915588
163,163,124,construidos , 3 recs. ,"5,990,000",Casa en venta ," La Coruña , Alamos , Benito Juárez , Distrito Federal ",-99.14062580000001,19.4019126
164,164,243,construidos , 4 recs. ,"9,800,000",Casa en venta ," Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1580693,19.3923907
165,165,247,construidos , 4 recs. ,"8,300,000",Casa en venta ," Indiana 78 , Nápoles , Benito Juárez , Distrito Federal ",-99.1796415,19.3891482
166,166,364,construidos , 4 recs. ,"10,350,000",Casa en venta ," Bartolache 1147 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1702875,19.384017
167,167,350,construidos , 5 recs. ,"10,000,000",Casa en venta ," Calle 22 , San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.1875924,19.38592
168,168,258,construidos , 3 recs. ,"11,400,000",Casa en venta ," Porfirio Díaz , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1739428,19.381116
169,169,240,construidos ,,"10,000,000",Casa en venta ," Ohio , Nápoles , Benito Juárez , Distrito Federal ",-99.17170999999999,19.3985692
170,170,202,construidos , 3 recs. ,"8,500,000",Casa en venta ," Parque Mariscal Sucre 18 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1649048,19.3916426
171,171,505,construidos , 3 recs. ,"15,500,000",Casa en venta ," Manuel Lopez Cotilla 1862 , Acacias , Benito Juárez , Distrito Federal ",-99.17102279999999,19.3624834
172,172,224,construidos , 3 recs. ,"4,171,085",Casa en venta ," Benito Juárez , Distrito Federal ",-99.15914459999999,19.3794059
173,173,200,construidos , 3 recs. ,"3,130,000",Casa en venta ," Benito Juárez , Distrito Federal ",-99.15914459999999,19.3794059
