id,price_m2,tiempo,pobtot,p_0a2,p_60ymas,prom_hnv,graproes,graproes_f,pocupada,pocupada_f,pder_ss,vivtot,tvivhab,tvivpar,vivpar_hab,vivpar_ut,prom_ocup,vph_2ymasd,vph_autom,vph_pc,vph_inter,pct_0a2,pct_60,pct_wf,pct_t_inhab_hh,pct_privhh,pct_privhh_inhab,pct_hhtemp,pct_hh_car,pct_hh_pc,pct_hh_int
01400010242011,46250.0,2010.0,193.0,4.0,29.0,1.11,13.13,12.74,78.0,43.0,113.0,74.0,,,,,2.65,26.0,29.0,36.0,32.0,2.0725388601036268,15.025906735751295,55.12820512820514,,,,,39.189189189189186,48.64864864864865,43.24324324324325
01400010242011,46250.0,2020.0,179.0,7.0,31.0,0.77,14.69,14.43,104.0,51.0,121.0,81.0,69.0,77.0,65.0,0.0,2.51,36.0,37.0,60.0,62.0,3.910614525139665,17.318435754189945,49.03846153846153,85.18518518518519,95.06172839506172,80.24691358024691,0.0,45.679012345679006,74.07407407407408,76.5432098765432
01400010242012,37254.901960784315,2010.0,91.0,5.0,7.0,0.89,14.9,14.63,39.0,17.0,59.0,64.0,,,,,2.35,18.0,24.0,26.0,26.0,5.494505494505495,7.6923076923076925,43.5897435897436,,,,,37.5,40.625,40.625
01400010242012,37254.901960784315,2020.0,262.0,7.0,26.0,0.62,15.83,15.71,197.0,100.0,222.0,138.0,119.0,116.0,97.0,,2.2,63.0,90.0,110.0,116.0,2.6717557251908395,9.923664122137405,50.76142131979695,86.23188405797102,84.05797101449275,70.28985507246377,,65.21739130434783,79.71014492753623,84.05797101449275
01400010242013,42079.207920792076,2010.0,161.0,3.0,24.0,1.31,14.29,14.3,99.0,43.0,110.0,74.0,,,,,2.47,49.0,44.0,51.0,47.0,1.8633540372670807,14.906832298136644,43.43434343434343,,,,,59.45945945945946,68.91891891891892,63.51351351351351
01400010242013,42079.207920792076,2020.0,192.0,,27.0,0.81,15.29,15.24,137.0,62.0,144.0,109.0,82.0,105.0,78.0,,2.34,56.0,57.0,73.0,81.0,,14.0625,45.25547445255474,75.22935779816514,96.3302752293578,71.55963302752293,,52.29357798165138,66.97247706422019,74.31192660550458
01400010257008,48417.72151898734,2010.0,807.0,37.0,105.0,1.21,13.75,13.3,503.0,257.0,584.0,370.0,,,,,2.39,159.0,176.0,248.0,210.0,4.584882280049567,13.011152416356875,51.0934393638171,,,,,47.567567567567565,67.02702702702703,56.75675675675675
01400010257008,48417.72151898734,2020.0,711.0,10.0,136.0,1.04,14.24,13.8,487.0,239.0,556.0,381.0,321.0,373.0,313.0,28.0,2.21,167.0,138.0,259.0,282.0,1.4064697609001406,19.12798874824191,49.07597535934292,84.25196850393702,97.9002624671916,82.1522309711286,7.349081364829396,36.22047244094488,67.97900262467192,74.01574803149607
01400010257010,47349.4370400137,2010.0,326.0,11.0,52.0,1.26,13.89,13.26,160.0,78.0,213.0,137.0,,,,,2.71,61.0,60.0,86.0,67.0,3.3742331288343568,15.950920245398773,48.75,,,,,43.79562043795621,62.77372262773723,48.90510948905111
01400010257010,47349.4370400137,2020.0,382.0,10.0,70.0,1.01,14.94,14.72,248.0,130.0,260.0,192.0,158.0,183.0,149.0,0.0,2.42,130.0,92.0,139.0,151.0,2.6178010471204187,18.32460732984293,52.41935483870967,82.29166666666666,95.3125,77.60416666666666,0.0,47.91666666666667,72.39583333333334,78.64583333333334
01400010257029,48048.04804804805,2010.0,261.0,5.0,43.0,1.41,13.07,12.7,100.0,52.0,155.0,102.0,,,,,2.87,51.0,47.0,50.0,48.0,1.9157088122605364,16.475095785440608,52.0,,,,,46.07843137254902,49.01960784313725,47.058823529411754
01400010257029,48048.04804804805,2020.0,259.0,4.0,78.0,1.11,14.25,13.99,151.0,83.0,200.0,120.0,102.0,111.0,93.0,0.0,2.34,64.0,59.0,80.0,87.0,1.5444015444015444,30.11583011583012,54.966887417218544,85.0,92.5,77.5,0.0,49.16666666666666,66.66666666666666,72.5
01400010261001,31471.135940409684,2010.0,479.0,13.0,88.0,1.29,13.46,12.87,227.0,118.0,293.0,283.0,,,,,2.37,108.0,114.0,139.0,116.0,2.7139874739039667,18.37160751565762,51.98237885462555,,,,,40.28268551236749,49.1166077738516,40.98939929328622
01400010261001,31471.135940409684,2020.0,583.0,10.0,128.0,1.16,14.8,14.43,484.0,263.0,472.0,310.0,254.0,301.0,245.0,8.0,2.3,149.0,184.0,229.0,244.0,1.7152658662092626,21.955403087478558,54.33884297520661,81.93548387096773,97.09677419354837,79.03225806451613,2.5806451612903225,59.354838709677416,73.87096774193549,78.70967741935483
01400010261006,23584.905660377357,2010.0,383.0,3.0,69.0,1.35,13.61,13.02,188.0,87.0,282.0,146.0,,,,,3.04,95.0,94.0,93.0,84.0,0.7832898172323759,18.01566579634465,46.276595744680854,,,,,64.38356164383562,63.698630136986296,57.534246575342465
01400010261006,23584.905660377357,2020.0,384.0,11.0,104.0,1.18,14.75,14.39,245.0,120.0,328.0,186.0,147.0,185.0,146.0,3.0,2.61,138.0,117.0,128.0,141.0,2.864583333333333,27.08333333333333,48.979591836734684,79.03225806451613,99.46236559139786,78.49462365591397,1.6129032258064515,62.903225806451616,68.81720430107528,75.80645161290323
01400010276018,32658.227848101265,2010.0,141.0,3.0,22.0,1.44,13.53,12.61,72.0,30.0,108.0,46.0,,,,,3.07,39.0,37.0,34.0,31.0,2.127659574468085,15.602836879432626,41.66666666666667,,,,,80.43478260869566,73.91304347826086,67.3913043478261
01400010276018,32658.227848101265,2020.0,191.0,3.0,33.0,0.8,14.94,14.76,134.0,60.0,146.0,97.0,82.0,70.0,55.0,4.0,2.33,76.0,53.0,76.0,78.0,1.5706806282722512,17.277486910994767,44.77611940298507,84.5360824742268,72.16494845360825,56.70103092783504,4.123711340206185,54.639175257731964,78.35051546391753,80.41237113402062
01400010295002,13379.85,2010.0,104.0,3.0,25.0,1.55,10.65,10.51,44.0,21.0,71.0,37.0,,,,,3.15,15.0,13.0,15.0,12.0,2.8846153846153846,24.038461538461537,47.72727272727273,,,,,35.135135135135144,40.54054054054054,32.432432432432435
01400010295002,13379.85,2020.0,590.0,21.0,71.0,1.05,14.9,14.67,366.0,173.0,528.0,243.0,235.0,226.0,218.0,0.0,2.51,144.0,175.0,204.0,221.0,3.5593220338983054,12.033898305084744,47.26775956284153,96.70781893004116,93.00411522633743,89.71193415637859,0.0,72.0164609053498,83.95061728395059,90.94650205761316
01400010308007,31096.852994666864,2010.0,562.0,13.0,106.0,1.53,12.35,12.29,257.0,128.0,387.0,236.0,,,,,2.88,98.0,84.0,120.0,107.0,2.3131672597864767,18.861209964412808,49.805447470817114,,,,,35.593220338983045,50.847457627118644,45.33898305084746
01400010308007,31096.852994666864,2020.0,599.0,12.0,134.0,1.32,13.99,13.67,332.0,156.0,489.0,292.0,254.0,292.0,254.0,14.0,2.36,117.0,150.0,209.0,235.0,2.003338898163606,22.370617696160263,46.98795180722892,86.98630136986301,100.0,86.98630136986301,4.794520547945205,51.36986301369865,71.57534246575342,80.4794520547945
01400010312001,22368.42105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01400010327006,22968.197879858657,2010.0,112.0,4.0,26.0,1.45,12.99,12.72,44.0,26.0,81.0,37.0,,,,,3.33,26.0,22.0,20.0,18.0,3.571428571428571,23.214285714285715,59.09090909090909,,,,,59.45945945945946,54.05405405405406,48.64864864864865
01400010327006,22968.197879858657,2020.0,126.0,4.0,41.0,1.21,13.88,12.94,60.0,27.0,96.0,45.0,41.0,45.0,41.0,3.0,3.07,35.0,29.0,28.0,33.0,3.1746031746031744,32.53968253968254,45.0,91.11111111111113,100.0,91.11111111111113,6.666666666666668,64.44444444444444,62.22222222222222,73.33333333333333
01400010346005,65957.44680851063,2010.0,86.0,,14.0,1.18,13.05,12.81,41.0,19.0,60.0,33.0,,,,,3.07,19.0,18.0,19.0,19.0,,16.27906976744186,46.34146341463415,,,,,54.54545454545454,57.57575757575758,57.57575757575758
01400010346005,65957.44680851063,2020.0,103.0,4.0,20.0,1.2,14.45,14.02,67.0,30.0,76.0,42.0,38.0,36.0,32.0,,2.71,24.0,25.0,32.0,36.0,3.883495145631068,19.41747572815534,44.77611940298507,90.4761904761905,85.71428571428571,76.19047619047619,,59.523809523809526,76.19047619047619,85.71428571428571
01400010346010,42857.142857142855,2010.0,165.0,6.0,27.0,0.86,12.27,11.43,97.0,46.0,129.0,90.0,,,,,2.42,46.0,56.0,53.0,49.0,3.636363636363636,16.363636363636363,47.42268041237113,,,,,62.22222222222222,58.88888888888889,54.444444444444436
01400010346010,42857.142857142855,2020.0,197.0,5.0,31.0,0.92,15.38,15.31,127.0,65.0,168.0,81.0,76.0,78.0,73.0,,2.59,52.0,54.0,65.0,69.0,2.538071065989848,15.736040609137056,51.181102362204726,93.82716049382715,96.29629629629628,90.12345679012344,,66.66666666666666,80.24691358024691,85.18518518518519
01400010346015,49441.39194139194,2010.0,161.0,8.0,22.0,1.18,13.28,12.67,94.0,44.0,132.0,102.0,,,,,2.52,41.0,53.0,51.0,48.0,4.9689440993788825,13.664596273291925,46.80851063829788,,,,,51.9607843137255,50.0,47.058823529411754
