,tiempo,nom_ent,mun,loc,ageb,mza,pobtot,p_0a2,p_60ymas,prom_hnv,graproes,graproes_f,pocupada,pocupada_f,pder_ss,vivtot,tvivhab,tvivpar,vivpar_hab,vivpar_ut,prom_ocup,vph_2ymasd,vph_autom,vph_pc,vph_inter,pct_0a2,pct_60,pct_wf,pct_t_inhab_hh,pct_privhh,pct_privhh_inhab,pct_hhtemp,pct_hh_car,pct_hh_pc,pct_hh_int
5542,2010,Distrito Federal,5,1,2447,19,69,,21.0,1.77,12.54,11.71,35.0,17.0,61.0,19,,,,,3.63,19.0,18.0,13.0,12.0,,30.434782608695656,48.57142857142857,,,,,,,
5543,2010,Distrito Federal,5,1,2447,20,104,4.0,29.0,2.04,11.16,10.67,40.0,19.0,79.0,31,,,,,3.35,26.0,20.0,15.0,13.0,3.8461538461538463,27.884615384615387,47.5,,,,,,,
5544,2010,Distrito Federal,5,1,2447,21,13,0.0,4.0,2.8,11.09,11.6,5.0,,9.0,7,,,,,2.6,5.0,,,,0.0,30.76923076923077,,,,,,,,
5545,2010,Distrito Federal,5,1,2447,22,97,,32.0,1.77,12.66,12.31,32.0,17.0,77.0,32,,,,,3.36,25.0,19.0,18.0,14.0,,32.98969072164948,53.125,,,,,,,
5546,2010,Distrito Federal,5,1,2447,23,65,3.0,20.0,2.63,11.56,11.52,26.0,12.0,54.0,19,,,,,3.42,18.0,14.0,9.0,7.0,4.615384615384616,30.76923076923077,46.15384615384615,,,,,,,
5547,2010,Distrito Federal,5,1,2447,24,95,6.0,17.0,2.13,12.07,12.08,35.0,15.0,75.0,22,,,,,4.32,20.0,17.0,16.0,13.0,6.315789473684211,17.894736842105264,42.857142857142854,,,,,,,
5548,2010,Distrito Federal,5,1,2447,25,64,,24.0,1.94,10.93,9.56,19.0,8.0,46.0,21,,,,,3.2,13.0,13.0,8.0,7.0,,37.5,42.10526315789473,,,,,,,
5549,2010,Distrito Federal,5,1,2447,26,130,,29.0,2.09,11.26,10.87,41.0,19.0,104.0,33,,,,,4.23,26.0,19.0,19.0,16.0,,22.30769230769231,46.34146341463415,,,,,,,
5550,2010,Distrito Federal,5,1,2447,27,17,0.0,5.0,1.44,11.6,10.0,4.0,0.0,9.0,7,,,,,2.83,5.0,6.0,3.0,3.0,0.0,29.411764705882355,0.0,,,,,,,
5551,2010,Distrito Federal,5,1,2447,28,90,0.0,27.0,1.47,13.15,12.21,39.0,16.0,74.0,29,,,,,3.21,24.0,22.0,16.0,15.0,0.0,30.0,41.02564102564102,,,,,,,
5552,2010,Distrito Federal,5,1,2447,29,78,,17.0,2.03,11.17,11.03,36.0,16.0,57.0,18,,,,,4.33,14.0,13.0,9.0,7.0,,21.794871794871796,44.44444444444444,,,,,,,
5553,2010,Distrito Federal,5,1,2447,30,81,,16.0,1.63,12.06,11.45,43.0,24.0,71.0,21,,,,,3.86,21.0,16.0,18.0,15.0,,19.753086419753085,55.81395348837209,,,,,,,
5554,2010,Distrito Federal,5,1,2447,31,89,,18.0,2.14,11.41,11.0,30.0,12.0,62.0,23,,,,,3.95,18.0,15.0,12.0,9.0,,20.224719101123593,40.0,,,,,,,
5555,2010,Distrito Federal,5,1,2447,32,102,,31.0,1.98,11.69,11.94,40.0,16.0,74.0,31,,,,,3.4,28.0,20.0,20.0,14.0,,30.392156862745097,40.0,,,,,,,
5556,2010,Distrito Federal,5,1,2447,33,61,,13.0,1.88,12.59,12.42,28.0,14.0,53.0,20,,,,,3.39,16.0,14.0,12.0,11.0,,21.311475409836063,50.0,,,,,,,
5557,2010,Distrito Federal,5,1,2447,34,56,0.0,11.0,1.88,12.23,11.61,29.0,9.0,44.0,19,,,,,2.95,16.0,16.0,10.0,8.0,0.0,19.642857142857142,31.03448275862069,,,,,,,
5558,2010,Distrito Federal,5,1,2447,35,94,3.0,21.0,2.03,12.16,11.28,35.0,12.0,68.0,29,,,,,3.24,19.0,15.0,17.0,16.0,3.1914893617021276,22.340425531914892,34.285714285714285,,,,,,,
5559,2010,Distrito Federal,5,1,2447,36,93,,14.0,1.77,12.3,12.11,35.0,13.0,71.0,20,,,,,4.74,18.0,16.0,14.0,13.0,,15.053763440860216,37.142857142857146,,,,,,,
5560,2010,Distrito Federal,5,1,2447,37,30,0.0,9.0,2.08,10.71,9.62,12.0,,12.0,7,,,,,4.29,6.0,3.0,4.0,4.0,0.0,30.0,,,,,,,,
5561,2010,Distrito Federal,5,1,2447,38,32,0.0,7.0,1.65,11.1,10.56,12.0,7.0,22.0,7,,,,,4.57,5.0,5.0,4.0,,0.0,21.875,58.333333333333336,,,,,,,
5562,2010,Distrito Federal,5,1,2447,39,26,0.0,5.0,1.17,12.86,12.92,9.0,,15.0,7,,,,,3.71,6.0,6.0,6.0,6.0,0.0,19.230769230769234,,,,,,,,
5563,2010,Distrito Federal,5,1,2447,40,19,,7.0,2.86,11.53,9.43,7.0,,15.0,8,,,,,3.17,4.0,4.0,,,,36.84210526315789,,,,,,,,
5564,2010,Distrito Federal,5,1,2451,0,3389,79.0,739.0,1.94,11.21,10.91,1440.0,626.0,2424.0,1007,944.0,990.0,927.0,20.0,3.6,815.0,450.0,524.0,411.0,2.331071112422544,21.805842431395693,43.47222222222222,93.74379344587885,98.31181727904668,98.19915254237289,1.9860973187686197,47.66949152542373,55.50847457627118,43.53813559322034
5565,2010,Distrito Federal,5,1,2451,1,84,0.0,16.0,1.81,10.9,11.18,34.0,18.0,62.0,27,,,,,3.23,21.0,12.0,13.0,8.0,0.0,19.047619047619047,52.94117647058824,,,,,,,
5566,2010,Distrito Federal,5,1,2451,2,87,3.0,21.0,2.08,11.44,10.97,34.0,12.0,59.0,27,,,,,3.48,23.0,9.0,12.0,10.0,3.4482758620689653,24.137931034482758,35.294117647058826,,,,,,,
5567,2010,Distrito Federal,5,1,2451,3,106,0.0,22.0,1.72,11.24,11.26,50.0,26.0,88.0,28,,,,,4.08,23.0,13.0,18.0,13.0,0.0,20.754716981132077,52.0,,,,,,,
5568,2010,Distrito Federal,5,1,2451,4,95,,21.0,1.95,10.89,10.4,35.0,15.0,70.0,27,,,,,3.54,23.0,14.0,12.0,11.0,,22.105263157894736,42.857142857142854,,,,,,,
5569,2010,Distrito Federal,5,1,2451,5,88,,20.0,1.95,10.52,10.45,38.0,18.0,61.0,28,,,,,3.38,25.0,10.0,10.0,7.0,,22.727272727272727,47.368421052631575,,,,,,,
5570,2010,Distrito Federal,5,1,2451,6,103,6.0,19.0,1.67,10.99,10.51,36.0,13.0,76.0,28,,,,,3.81,25.0,12.0,11.0,8.0,5.825242718446602,18.446601941747574,36.11111111111111,,,,,,,
5571,2010,Distrito Federal,5,1,2451,7,196,5.0,39.0,1.98,11.8,11.53,87.0,33.0,125.0,56,,,,,3.73,47.0,34.0,33.0,22.0,2.5510204081632653,19.897959183673468,37.93103448275862,,,,,,,
5572,2010,Distrito Federal,5,1,2451,8,98,,20.0,1.79,10.56,10.35,50.0,23.0,72.0,29,,,,,3.63,21.0,13.0,16.0,14.0,,20.408163265306122,46.0,,,,,,,
5573,2010,Distrito Federal,5,1,2451,9,88,,23.0,1.67,9.61,9.59,27.0,11.0,54.0,28,,,,,3.86,19.0,7.0,14.0,10.0,,26.136363636363637,40.74074074074074,,,,,,,
5574,2010,Distrito Federal,5,1,2451,10,99,,13.0,1.78,11.74,11.18,41.0,18.0,75.0,28,,,,,3.67,26.0,20.0,18.0,16.0,,13.131313131313133,43.90243902439025,,,,,,,
5575,2010,Distrito Federal,5,1,2451,11,31,,7.0,2.14,10.76,10.46,15.0,8.0,27.0,11,,,,,3.88,8.0,,7.0,7.0,,22.58064516129032,53.333333333333336,,,,,,,
5576,2010,Distrito Federal,5,1,2451,12,36,0.0,7.0,1.44,10.78,9.83,18.0,8.0,24.0,11,,,,,3.27,10.0,6.0,6.0,5.0,0.0,19.444444444444446,44.44444444444444,,,,,,,
5577,2010,Distrito Federal,5,1,2451,13,201,9.0,47.0,2.06,12.34,11.49,86.0,29.0,141.0,62,,,,,3.41,53.0,34.0,37.0,28.0,4.477611940298507,23.383084577114428,33.72093023255814,,,,,,,
5578,2010,Distrito Federal,5,1,2451,14,91,,22.0,1.26,11.32,10.81,37.0,19.0,65.0,26,,,,,3.5,21.0,11.0,16.0,10.0,,24.175824175824175,51.35135135135135,,,,,,,
5579,2010,Distrito Federal,5,1,2451,15,130,3.0,27.0,1.87,11.92,11.76,52.0,25.0,96.0,33,,,,,3.94,32.0,18.0,19.0,17.0,2.307692307692308,20.76923076923077,48.07692307692308,,,,,,,
5580,2010,Distrito Federal,5,1,2451,16,67,,20.0,2.29,11.09,11.15,31.0,16.0,54.0,25,,,,,2.91,21.0,16.0,14.0,11.0,,29.850746268656714,51.61290322580645,,,,,,,
5581,2010,Distrito Federal,5,1,2451,17,87,,18.0,2.1,11.6,11.17,44.0,20.0,73.0,26,,,,,3.48,23.0,6.0,12.0,8.0,,20.689655172413794,45.45454545454545,,,,,,,
5582,2010,Distrito Federal,5,1,2451,18,89,3.0,14.0,1.58,12.92,12.76,43.0,16.0,68.0,26,,,,,3.58,19.0,10.0,17.0,14.0,3.3707865168539324,15.730337078651685,37.2093023255814,,,,,,,
5583,2010,Distrito Federal,5,1,2451,19,84,,19.0,1.74,10.94,10.71,37.0,19.0,67.0,27,,,,,3.5,22.0,9.0,11.0,13.0,,22.61904761904762,51.35135135135135,,,,,,,
5584,2010,Distrito Federal,5,1,2451,21,107,4.0,18.0,1.51,11.55,11.1,45.0,19.0,85.0,28,,,,,4.28,20.0,12.0,19.0,15.0,3.7383177570093453,16.822429906542055,42.22222222222222,,,,,,,
5585,2010,Distrito Federal,5,1,2451,22,92,0.0,19.0,1.87,10.41,10.52,33.0,19.0,63.0,28,,,,,3.71,21.0,9.0,12.0,10.0,0.0,20.652173913043477,57.57575757575758,,,,,,,
5586,2010,Distrito Federal,5,1,2451,23,57,3.0,12.0,2.13,10.53,10.17,28.0,10.0,37.0,15,,,,,4.07,12.0,5.0,8.0,6.0,5.263157894736842,21.052631578947366,35.714285714285715,,,,,,,
5587,2010,Distrito Federal,5,1,2451,24,31,0.0,10.0,2.6,9.93,10.33,14.0,7.0,27.0,12,,,,,3.1,8.0,7.0,6.0,4.0,0.0,32.25806451612903,50.0,,,,,,,
5588,2010,Distrito Federal,5,1,2451,25,101,4.0,25.0,1.98,10.3,10.07,45.0,20.0,70.0,28,,,,,3.74,24.0,7.0,14.0,9.0,3.9603960396039604,24.752475247524753,44.44444444444444,,,,,,,
5589,2010,Distrito Federal,5,1,2451,26,101,,14.0,1.96,11.66,11.63,48.0,26.0,71.0,28,,,,,3.61,24.0,15.0,21.0,15.0,,13.861386138613863,54.166666666666664,,,,,,,
5590,2010,Distrito Federal,5,1,2451,27,67,,23.0,2.68,12.69,12.0,32.0,13.0,56.0,23,,,,,3.05,17.0,13.0,14.0,8.0,,34.32835820895522,40.625,,,,,,,
5591,2010,Distrito Federal,5,1,2451,28,100,7.0,18.0,1.89,11.2,10.61,47.0,24.0,72.0,29,,,,,3.45,25.0,11.0,18.0,15.0,7.000000000000001,18.0,51.06382978723404,,,,,,,
5592,2010,Distrito Federal,5,1,2451,29,100,,22.0,1.94,9.62,9.48,42.0,17.0,64.0,30,,,,,3.45,25.0,7.0,11.0,8.0,,22.0,40.476190476190474,,,,,,,
5593,2010,Distrito Federal,5,1,2451,32,84,,29.0,2.29,10.85,10.67,31.0,11.0,57.0,25,,,,,3.75,17.0,10.0,10.0,7.0,,34.523809523809526,35.483870967741936,,,,,,,
5594,2010,Distrito Federal,5,1,2451,33,165,,33.0,2.05,11.95,11.84,70.0,32.0,120.0,48,,,,,3.53,40.0,27.0,28.0,23.0,,20.0,45.714285714285715,,,,,,,
5595,2010,Distrito Federal,5,1,2451,34,7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
5596,2010,Distrito Federal,5,1,2451,35,44,,13.0,3.5,9.4,9.67,22.0,11.0,25.0,14,,,,,3.67,9.0,3.0,5.0,4.0,,29.545454545454547,50.0,,,,,,,
5597,2010,Distrito Federal,5,1,2451,36,88,,16.0,1.86,10.41,10.69,33.0,11.0,56.0,28,,,,,4.05,19.0,10.0,8.0,7.0,,18.181818181818183,33.33333333333333,,,,,,,
5598,2010,Distrito Federal,5,1,2451,37,42,,11.0,1.38,10.89,10.9,19.0,8.0,22.0,13,,,,,3.5,11.0,5.0,7.0,6.0,,26.190476190476193,42.10526315789473,,,,,,,
5599,2010,Distrito Federal,5,1,2451,38,181,,39.0,1.99,11.54,10.75,61.0,19.0,132.0,56,,,,,3.52,43.0,27.0,24.0,24.0,,21.54696132596685,31.147540983606557,,,,,,,
5600,2010,Distrito Federal,5,1,2451,39,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
5601,2010,Distrito Federal,5,1,2451,40,47,0.0,9.0,2.52,10.46,10.14,24.0,10.0,31.0,15,,,,,3.36,12.0,5.0,5.0,3.0,0.0,19.148936170212767,41.66666666666667,,,,,,,
5602,2010,Distrito Federal,5,1,2451,41,48,0.0,15.0,2.15,10.6,10.92,17.0,7.0,32.0,12,,,,,4.36,10.0,8.0,9.0,6.0,0.0,31.25,41.17647058823529,,,,,,,
5603,2010,Distrito Federal,5,1,2451,44,25,,11.0,1.92,11.95,11.08,13.0,5.0,18.0,7,,,,,4.17,5.0,5.0,3.0,3.0,,44.0,38.46153846153847,,,,,,,
5604,2010,Distrito Federal,5,1,2451,48,38,0.0,6.0,2.5,11.25,10.69,15.0,8.0,22.0,12,,,,,3.18,9.0,7.0,5.0,5.0,0.0,15.789473684210526,53.333333333333336,,,,,,,
5605,2010,Distrito Federal,5,1,2451,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
5606,2010,Distrito Federal,5,1,2466,0,3272,95.0,670.0,2.0,11.17,10.78,1359.0,577.0,2175.0,938,896.0,925.0,883.0,20.0,3.66,777.0,458.0,467.0,377.0,2.9034229828850853,20.47677261613692,42.457689477557025,95.52238805970148,98.61407249466951,98.54910714285714,2.1321961620469083,51.11607142857143,52.12053571428571,42.075892857142854
5607,2010,Distrito Federal,5,1,2466,1,129,5.0,23.0,1.81,10.79,10.75,54.0,18.0,87.0,33,,,,,3.91,32.0,14.0,15.0,12.0,3.875968992248062,17.829457364341085,33.33333333333333,,,,,,,
5608,2010,Distrito Federal,5,1,2466,2,112,4.0,17.0,2.18,11.66,11.26,41.0,12.0,53.0,33,,,,,3.89,25.0,12.0,18.0,16.0,3.571428571428571,15.178571428571427,29.268292682926827,,,,,,,
5609,2010,Distrito Federal,5,1,2466,3,174,6.0,39.0,2.0,11.78,11.05,76.0,30.0,108.0,53,,,,,3.35,41.0,36.0,36.0,30.0,3.4482758620689653,22.413793103448278,39.473684210526315,,,,,,,
5610,2010,Distrito Federal,5,1,2466,5,122,4.0,18.0,2.48,11.53,11.35,54.0,21.0,60.0,33,,,,,3.7,29.0,19.0,21.0,18.0,3.278688524590164,14.754098360655737,38.88888888888889,,,,,,,
5611,2010,Distrito Federal,5,1,2466,6,59,,11.0,1.53,10.69,10.18,14.0,5.0,35.0,16,,,,,3.73,12.0,7.0,9.0,6.0,,18.64406779661017,35.714285714285715,,,,,,,
5612,2010,Distrito Federal,5,1,2466,7,92,4.0,17.0,1.93,11.17,10.57,39.0,18.0,77.0,28,,,,,3.41,22.0,14.0,17.0,15.0,4.3478260869565215,18.478260869565215,46.15384615384615,,,,,,,
5613,2010,Distrito Federal,5,1,2466,8,72,,21.0,1.68,10.89,10.78,35.0,19.0,53.0,27,,,,,2.88,18.0,5.0,10.0,9.0,,29.166666666666668,54.285714285714285,,,,,,,
5614,2010,Distrito Federal,5,1,2466,9,82,,18.0,1.78,10.79,10.81,30.0,13.0,61.0,26,,,,,3.42,22.0,11.0,12.0,10.0,,21.951219512195124,43.333333333333336,,,,,,,
5615,2010,Distrito Federal,5,1,2466,10,114,3.0,26.0,1.98,10.03,9.35,50.0,18.0,80.0,28,,,,,4.22,22.0,13.0,12.0,7.0,2.631578947368421,22.807017543859647,36.0,,,,,,,
5616,2010,Distrito Federal,5,1,2466,11,119,7.0,14.0,1.73,11.85,11.87,43.0,20.0,88.0,32,,,,,3.97,29.0,13.0,20.0,16.0,5.88235294117647,11.76470588235294,46.51162790697674,,,,,,,
5617,2010,Distrito Federal,5,1,2466,12,70,,18.0,1.77,11.16,11.24,33.0,15.0,45.0,23,,,,,3.04,21.0,12.0,9.0,9.0,,25.71428571428571,45.45454545454545,,,,,,,
5618,2010,Distrito Federal,5,1,2466,13,83,3.0,19.0,1.95,11.35,10.95,30.0,12.0,55.0,26,,,,,3.32,21.0,8.0,12.0,9.0,3.614457831325301,22.89156626506024,40.0,,,,,,,
5619,2010,Distrito Federal,5,1,2466,14,82,3.0,21.0,2.3,10.95,11.3,28.0,13.0,51.0,25,,,,,3.43,20.0,15.0,12.0,9.0,3.6585365853658534,25.609756097560975,46.42857142857143,,,,,,,
5620,2010,Distrito Federal,5,1,2466,15,104,4.0,17.0,1.71,10.69,10.36,43.0,22.0,77.0,25,,,,,4.33,23.0,9.0,12.0,10.0,3.8461538461538463,16.346153846153847,51.162790697674424,,,,,,,
5621,2010,Distrito Federal,5,1,2466,16,85,4.0,21.0,1.89,11.38,10.8,34.0,19.0,65.0,24,,,,,3.54,22.0,15.0,11.0,10.0,4.705882352941177,24.705882352941178,55.88235294117647,,,,,,,
5622,2010,Distrito Federal,5,1,2466,18,62,,11.0,2.38,10.77,10.13,25.0,12.0,46.0,15,,,,,4.13,15.0,7.0,3.0,3.0,,17.741935483870968,48.0,,,,,,,
5623,2010,Distrito Federal,5,1,2466,19,178,4.0,43.0,2.23,10.73,10.17,63.0,29.0,115.0,54,,,,,3.49,42.0,21.0,25.0,20.0,2.247191011235955,24.15730337078652,46.03174603174603,,,,,,,
5624,2010,Distrito Federal,5,1,2466,20,79,,15.0,1.64,11.33,11.06,35.0,14.0,46.0,24,,,,,3.45,19.0,13.0,13.0,12.0,,18.9873417721519,40.0,,,,,,,
5625,2010,Distrito Federal,5,1,2466,21,100,3.0,30.0,2.0,10.74,10.39,54.0,23.0,81.0,34,,,,,3.13,26.0,16.0,15.0,11.0,3.0,30.0,42.592592592592595,,,,,,,
5626,2010,Distrito Federal,5,1,2466,22,74,,15.0,1.86,10.1,9.74,24.0,11.0,50.0,26,,,,,3.09,21.0,10.0,9.0,8.0,,20.27027027027027,45.83333333333333,,,,,,,
5627,2010,Distrito Federal,5,1,2466,23,187,,42.0,2.08,11.61,11.46,74.0,29.0,114.0,48,,,,,4.21,41.0,27.0,24.0,20.0,,22.459893048128343,39.189189189189186,,,,,,,
5628,2010,Distrito Federal,5,1,2466,25,68,,11.0,2.88,10.29,9.58,23.0,8.0,49.0,18,,,,,3.82,17.0,8.0,9.0,6.0,,16.176470588235293,34.78260869565217,,,,,,,
5629,2010,Distrito Federal,5,1,2466,27,89,4.0,25.0,1.84,10.49,10.05,42.0,20.0,60.0,25,,,,,3.56,23.0,10.0,14.0,5.0,4.49438202247191,28.08988764044944,47.61904761904761,,,,,,,
5630,2010,Distrito Federal,5,1,2466,28,30,,5.0,2.0,11.12,11.17,14.0,6.0,17.0,9,,,,,3.33,9.0,3.0,5.0,5.0,,16.666666666666664,42.857142857142854,,,,,,,
5631,2010,Distrito Federal,5,1,2466,29,40,,4.0,1.58,12.63,12.42,20.0,14.0,28.0,10,,,,,4.0,7.0,6.0,4.0,4.0,,10.0,70.0,,,,,,,
5632,2010,Distrito Federal,5,1,2466,31,199,9.0,27.0,2.09,12.08,11.2,82.0,32.0,126.0,50,,,,,4.23,47.0,34.0,32.0,29.0,4.522613065326634,13.5678391959799,39.02439024390244,,,,,,,
5633,2010,Distrito Federal,5,1,2466,32,81,5.0,19.0,1.77,10.77,9.8,35.0,10.0,55.0,27,,,,,3.25,19.0,13.0,9.0,8.0,6.172839506172839,23.456790123456788,28.57142857142857,,,,,,,
5634,2010,Distrito Federal,5,1,2466,33,134,,36.0,2.43,11.08,10.55,55.0,27.0,90.0,40,,,,,3.62,30.0,22.0,18.0,14.0,,26.865671641791046,49.09090909090909,,,,,,,
5635,2010,Distrito Federal,5,1,2466,35,78,,18.0,2.21,10.75,10.76,43.0,18.0,51.0,26,,,,,3.25,22.0,10.0,13.0,10.0,,23.076923076923077,41.86046511627907,,,,,,,
5636,2010,Distrito Federal,5,1,2466,36,84,,21.0,2.25,11.22,10.38,26.0,10.0,47.0,23,,,,,3.9,18.0,12.0,12.0,10.0,,25.0,38.46153846153847,,,,,,,
5637,2010,Distrito Federal,5,1,2466,37,56,,12.0,1.69,12.56,12.58,23.0,9.0,39.0,15,,,,,3.79,13.0,8.0,6.0,5.0,,21.428571428571427,39.130434782608695,,,,,,,
5638,2010,Distrito Federal,5,1,2466,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
5639,2010,Distrito Federal,5,1,2466,39,26,0.0,,1.92,10.2,8.83,15.0,6.0,13.0,7,,,,,4.33,5.0,5.0,5.0,3.0,0.0,,40.0,,,,,,,
5640,2010,Distrito Federal,5,1,2466,40,33,,3.0,1.92,8.88,8.0,16.0,7.0,17.0,11,,,,,3.3,4.0,6.0,5.0,4.0,,9.090909090909092,43.75,,,,,,,
5641,2010,Distrito Federal,5,1,2466,41,23,,8.0,2.83,11.7,12.17,9.0,4.0,16.0,6,,,,,3.83,5.0,3.0,,,,34.78260869565217,44.44444444444444,,,,,,,
5642,2010,Distrito Federal,5,1,2466,42,35,0.0,,1.29,14.29,13.93,19.0,8.0,25.0,9,,,,,3.89,8.0,8.0,7.0,5.0,0.0,,42.10526315789473,,,,,,,
5643,2010,Distrito Federal,5,1,2466,43,29,,5.0,2.55,11.09,10.91,11.0,5.0,21.0,5,,,,,5.8,5.0,,,,,17.24137931034483,45.45454545454545,,,,,,,
5644,2010,Distrito Federal,5,1,2466,44,24,0.0,4.0,1.36,13.9,13.0,14.0,5.0,23.0,7,,,,,3.43,7.0,5.0,5.0,,0.0,16.666666666666664,35.714285714285715,,,,,,,
5645,2010,Distrito Federal,5,1,2466,45,36,0.0,8.0,2.07,9.9,10.19,20.0,10.0,33.0,8,,,,,5.14,7.0,3.0,,,0.0,22.22222222222222,50.0,,,,,,,
5646,2010,Distrito Federal,5,1,2466,46,24,0.0,4.0,1.27,11.15,10.5,11.0,4.0,14.0,8,,,,,3.43,7.0,3.0,3.0,,0.0,16.666666666666664,36.36363636363637,,,,,,,
5647,2010,Distrito Federal,5,1,2466,47,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
5648,2010,Distrito Federal,5,1,2470,0,6109,220.0,816.0,2.05,10.22,9.96,2583.0,1041.0,4100.0,1791,1674.0,1783.0,1666.0,40.0,3.65,1062.0,726.0,736.0,560.0,3.6012440661319367,13.357341627107546,40.30197444831592,93.46733668341709,99.55332216638749,99.5221027479092,2.233389168062535,43.36917562724014,43.966547192353644,33.45280764635603
5649,2010,Distrito Federal,5,1,2470,1,208,3.0,23.0,2.01,9.88,9.92,94.0,30.0,118.0,56,,,,,3.92,37.0,23.0,27.0,20.0,1.4423076923076923,11.057692307692307,31.914893617021278,,,,,,,
5650,2010,Distrito Federal,5,1,2470,2,214,10.0,32.0,2.27,10.07,10.04,91.0,25.0,113.0,59,,,,,3.82,38.0,34.0,28.0,23.0,4.672897196261682,14.953271028037381,27.472527472527474,,,,,,,
5651,2010,Distrito Federal,5,1,2470,3,246,9.0,29.0,1.98,10.08,9.95,101.0,43.0,153.0,69,,,,,3.84,42.0,28.0,21.0,15.0,3.6585365853658534,11.788617886178862,42.57425742574257,,,,,,,
5652,2010,Distrito Federal,5,1,2470,4,240,9.0,32.0,2.07,9.99,9.42,108.0,45.0,167.0,71,,,,,3.48,43.0,31.0,32.0,27.0,3.75,13.333333333333334,41.66666666666667,,,,,,,
5653,2010,Distrito Federal,5,1,2470,5,182,5.0,36.0,2.12,10.25,10.06,74.0,30.0,125.0,60,,,,,3.37,30.0,22.0,21.0,12.0,2.7472527472527473,19.78021978021978,40.54054054054054,,,,,,,
5654,2010,Distrito Federal,5,1,2470,6,235,6.0,34.0,2.07,10.11,9.83,103.0,42.0,136.0,65,,,,,3.85,29.0,23.0,27.0,20.0,2.553191489361702,14.468085106382977,40.77669902912621,,,,,,,
5655,2010,Distrito Federal,5,1,2470,7,187,,30.0,2.5,9.73,9.05,75.0,26.0,123.0,57,,,,,3.41,31.0,26.0,23.0,19.0,,16.0427807486631,34.66666666666667,,,,,,,
5656,2010,Distrito Federal,5,1,2470,8,247,8.0,31.0,1.93,10.42,10.16,99.0,35.0,159.0,71,,,,,3.58,44.0,30.0,30.0,21.0,3.2388663967611335,12.550607287449392,35.35353535353536,,,,,,,
5657,2010,Distrito Federal,5,1,2470,9,181,10.0,32.0,1.53,10.95,10.9,72.0,30.0,100.0,58,,,,,3.42,31.0,24.0,18.0,17.0,5.524861878453039,17.67955801104972,41.66666666666667,,,,,,,
5658,2010,Distrito Federal,5,1,2470,10,195,7.0,24.0,1.82,11.15,10.88,78.0,29.0,132.0,61,,,,,3.31,35.0,31.0,28.0,24.0,3.5897435897435894,12.307692307692308,37.17948717948718,,,,,,,
5659,2010,Distrito Federal,5,1,2470,11,240,9.0,35.0,2.52,10.19,10.12,89.0,36.0,165.0,62,,,,,3.93,41.0,21.0,28.0,21.0,3.75,14.583333333333334,40.44943820224719,,,,,,,
5660,2010,Distrito Federal,5,1,2470,12,297,13.0,32.0,2.04,10.08,9.9,140.0,65.0,204.0,87,,,,,3.77,40.0,34.0,39.0,33.0,4.377104377104377,10.774410774410773,46.42857142857143,,,,,,,
5661,2010,Distrito Federal,5,1,2470,13,168,4.0,26.0,2.14,9.63,9.64,73.0,32.0,106.0,60,,,,,3.17,23.0,23.0,20.0,14.0,2.380952380952381,15.476190476190476,43.83561643835616,,,,,,,
5662,2010,Distrito Federal,5,1,2470,14,250,13.0,32.0,1.63,10.47,10.23,113.0,51.0,186.0,98,,,,,2.94,37.0,38.0,40.0,35.0,5.2,12.8,45.13274336283185,,,,,,,
5663,2010,Distrito Federal,5,1,2470,15,204,7.0,26.0,1.71,10.33,9.87,88.0,32.0,150.0,67,,,,,3.09,40.0,27.0,24.0,15.0,3.431372549019608,12.745098039215685,36.36363636363637,,,,,,,
5664,2010,Distrito Federal,5,1,2470,16,190,9.0,32.0,2.17,9.86,9.62,76.0,37.0,153.0,48,,,,,4.13,30.0,24.0,19.0,12.0,4.736842105263158,16.842105263157894,48.68421052631579,,,,,,,
5665,2010,Distrito Federal,5,1,2470,17,76,7.0,4.0,1.69,11.28,11.17,36.0,15.0,50.0,20,,,,,4.0,12.0,7.0,13.0,9.0,9.210526315789473,5.263157894736842,41.66666666666667,,,,,,,
5666,2010,Distrito Federal,5,1,2470,18,168,,32.0,2.27,10.83,10.54,70.0,30.0,122.0,48,,,,,3.82,37.0,28.0,29.0,20.0,,19.047619047619047,42.857142857142854,,,,,,,
5667,2010,Distrito Federal,5,1,2470,19,218,7.0,28.0,1.9,10.7,10.13,92.0,43.0,168.0,52,,,,,4.36,42.0,23.0,28.0,18.0,3.211009174311927,12.844036697247708,46.73913043478261,,,,,,,
5668,2010,Distrito Federal,5,1,2470,20,173,3.0,28.0,2.09,9.94,9.75,78.0,30.0,114.0,53,,,,,3.53,31.0,23.0,26.0,17.0,1.7341040462427744,16.184971098265898,38.46153846153847,,,,,,,
5669,2010,Distrito Federal,5,1,2470,21,24,0.0,5.0,3.08,9.94,8.9,10.0,5.0,15.0,7,,,,,3.43,5.0,,,,0.0,20.833333333333336,50.0,,,,,,,
