,tiempo,nom_ent,mun,loc,ageb,mza,pobtot,p_0a2,p_60ymas,prom_hnv,graproes,graproes_f,pocupada,pocupada_f,pder_ss,vivtot,tvivhab,tvivpar,vivpar_hab,vivpar_ut,prom_ocup,vph_2ymasd,vph_autom,vph_pc,vph_inter,pct_0a2,pct_60,pct_wf,pct_t_inhab_hh,pct_privhh,pct_privhh_inhab,pct_hhtemp,pct_hh_car,pct_hh_pc,pct_hh_int
9213,2020,Ciudad de M̩xico,5,1,0370,27,150,6.0,28.0,1.45,11.77,11.37,75.0,30.0,95.0,61,53.0,61.0,53.0,0.0,2.83,29.0,21.0,35.0,35.0,4.0,18.666666666666668,40.0,86.88524590163934,100.0,100.0,0.0,39.62264150943396,66.0377358490566,66.0377358490566
9214,2020,Ciudad de M̩xico,5,1,0370,28,135,3.0,30.0,1.6,12.07,11.72,68.0,30.0,119.0,57,46.0,57.0,46.0,,2.93,23.0,22.0,29.0,37.0,2.2222222222222223,22.22222222222222,44.11764705882353,80.7017543859649,100.0,100.0,,47.82608695652174,63.04347826086957,80.43478260869566
9215,2020,Ciudad de M̩xico,5,1,0385,0,6250,205.0,1092.0,1.81,10.4,10.14,3193.0,1390.0,4293.0,1929,1843.0,1905.0,1819.0,16.0,3.39,1110.0,641.0,879.0,1196.0,3.2800000000000002,17.471999999999998,43.53272784215471,95.54173146708139,98.75583203732504,98.69777536625067,0.8294453084499741,34.780249593054805,47.69397721106891,64.89419424850786
9216,2020,Ciudad de M̩xico,5,1,0385,1,552,23.0,93.0,2.05,9.8,9.49,292.0,120.0,367.0,176,168.0,176.0,168.0,3.0,3.29,89.0,49.0,74.0,105.0,4.166666666666666,16.847826086956523,41.0958904109589,95.45454545454545,100.0,100.0,1.7045454545454544,29.166666666666668,44.047619047619044,62.5
9217,2020,Ciudad de M̩xico,5,1,0385,2,131,,13.0,1.74,10.76,10.28,73.0,33.0,93.0,39,36.0,39.0,36.0,0.0,3.64,27.0,11.0,18.0,25.0,,9.923664122137405,45.20547945205479,92.3076923076923,100.0,100.0,0.0,30.555555555555557,50.0,69.44444444444444
9218,2020,Ciudad de M̩xico,5,1,0385,3,856,37.0,172.0,1.86,10.58,10.33,432.0,190.0,631.0,262,253.0,262.0,253.0,,3.38,145.0,78.0,122.0,166.0,4.322429906542056,20.093457943925234,43.98148148148148,96.56488549618321,100.0,100.0,,30.8300395256917,48.22134387351779,65.61264822134387
9219,2020,Ciudad de M̩xico,5,1,0385,4,272,7.0,55.0,1.72,10.01,9.71,150.0,70.0,183.0,98,91.0,98.0,91.0,,2.99,35.0,29.0,40.0,55.0,2.5735294117647056,20.22058823529412,46.666666666666664,92.85714285714286,100.0,100.0,,31.868131868131865,43.956043956043956,60.43956043956044
9220,2020,Ciudad de M̩xico,5,1,0385,5,82,,16.0,1.91,10.63,9.66,37.0,10.0,46.0,27,26.0,27.0,26.0,0.0,3.15,13.0,9.0,14.0,19.0,,19.51219512195122,27.027027027027028,96.29629629629629,100.0,100.0,0.0,34.61538461538461,53.84615384615385,73.07692307692307
9221,2020,Ciudad de M̩xico,5,1,0385,7,297,8.0,48.0,1.61,11.32,11.25,162.0,80.0,207.0,104,100.0,104.0,100.0,,2.97,63.0,45.0,52.0,64.0,2.6936026936026933,16.161616161616163,49.382716049382715,96.15384615384616,100.0,100.0,,45.0,52.0,64.0
9222,2020,Ciudad de M̩xico,5,1,0385,8,156,4.0,21.0,1.86,8.58,8.4,78.0,35.0,106.0,50,48.0,50.0,48.0,0.0,3.25,27.0,15.0,17.0,19.0,2.564102564102564,13.461538461538462,44.871794871794876,96.0,100.0,100.0,0.0,31.25,35.41666666666667,39.58333333333333
9223,2020,Ciudad de M̩xico,5,1,0385,9,140,4.0,21.0,1.98,9.55,8.94,63.0,27.0,99.0,41,39.0,30.0,28.0,0.0,3.59,24.0,19.0,18.0,24.0,2.857142857142857,15.0,42.857142857142854,95.1219512195122,73.17073170731707,71.7948717948718,0.0,48.717948717948715,46.15384615384615,61.53846153846154
9224,2020,Ciudad de M̩xico,5,1,0385,10,247,4.0,26.0,1.69,9.73,9.54,117.0,52.0,165.0,70,66.0,70.0,66.0,,3.74,42.0,19.0,34.0,45.0,1.6194331983805668,10.526315789473683,44.44444444444444,94.28571428571428,100.0,100.0,,28.78787878787879,51.515151515151516,68.18181818181817
9225,2020,Ciudad de M̩xico,5,1,0385,11,172,6.0,31.0,1.81,10.09,9.98,80.0,35.0,104.0,54,49.0,54.0,49.0,0.0,3.51,32.0,16.0,20.0,30.0,3.488372093023256,18.023255813953487,43.75,90.74074074074075,100.0,100.0,0.0,32.6530612244898,40.816326530612244,61.224489795918366
9226,2020,Ciudad de M̩xico,5,1,0385,12,116,3.0,22.0,1.83,10.29,10.22,53.0,23.0,92.0,33,31.0,33.0,31.0,,3.74,21.0,7.0,14.0,25.0,2.586206896551724,18.96551724137931,43.39622641509434,93.93939393939394,100.0,100.0,,22.58064516129032,45.16129032258064,80.64516129032258
9227,2020,Ciudad de M̩xico,5,1,0385,13,205,10.0,44.0,1.99,10.3,9.71,90.0,41.0,155.0,54,48.0,54.0,48.0,3.0,4.27,33.0,14.0,20.0,30.0,4.878048780487805,21.463414634146343,45.55555555555556,88.88888888888889,100.0,100.0,5.555555555555555,29.166666666666668,41.66666666666667,62.5
9228,2020,Ciudad de M̩xico,5,1,0385,15,90,,10.0,1.43,11.96,11.98,51.0,26.0,76.0,38,35.0,38.0,35.0,0.0,2.57,18.0,12.0,21.0,21.0,,11.11111111111111,50.98039215686274,92.10526315789474,100.0,100.0,0.0,34.285714285714285,60.0,60.0
9229,2020,Ciudad de M̩xico,5,1,0385,16,89,,28.0,1.82,9.88,8.94,54.0,25.0,52.0,32,29.0,32.0,29.0,,3.07,12.0,9.0,7.0,16.0,,31.46067415730337,46.2962962962963,90.625,100.0,100.0,,31.03448275862069,24.137931034482758,55.172413793103445
9230,2020,Ciudad de M̩xico,5,1,0385,17,143,3.0,32.0,1.26,12.02,11.67,81.0,36.0,86.0,51,48.0,51.0,48.0,0.0,2.98,26.0,16.0,23.0,33.0,2.097902097902098,22.377622377622377,44.44444444444444,94.11764705882352,100.0,100.0,0.0,33.33333333333333,47.91666666666667,68.75
9231,2020,Ciudad de M̩xico,5,1,0385,18,195,6.0,37.0,2.21,10.41,9.75,91.0,37.0,137.0,63,59.0,63.0,59.0,0.0,3.31,36.0,20.0,28.0,35.0,3.076923076923077,18.974358974358974,40.65934065934066,93.65079365079364,100.0,100.0,0.0,33.89830508474576,47.45762711864407,59.32203389830508
9232,2020,Ciudad de M̩xico,5,1,0385,19,79,,14.0,2.12,10.88,10.55,34.0,13.0,63.0,25,25.0,25.0,25.0,0.0,3.16,14.0,8.0,15.0,16.0,,17.72151898734177,38.23529411764706,100.0,100.0,100.0,0.0,32.0,60.0,64.0
9233,2020,Ciudad de M̩xico,5,1,0385,20,172,8.0,24.0,1.48,9.69,9.32,75.0,22.0,82.0,55,52.0,55.0,52.0,0.0,3.31,31.0,20.0,14.0,24.0,4.651162790697675,13.953488372093023,29.333333333333332,94.54545454545455,100.0,100.0,0.0,38.46153846153847,26.923076923076923,46.15384615384615
9234,2020,Ciudad de M̩xico,5,1,0385,21,62,,14.0,2.26,10.29,10.04,30.0,10.0,49.0,17,17.0,16.0,16.0,0.0,3.65,12.0,8.0,11.0,10.0,,22.58064516129032,33.33333333333333,100.0,94.11764705882352,94.11764705882352,0.0,47.05882352941176,64.70588235294117,58.82352941176471
9235,2020,Ciudad de M̩xico,5,1,0385,22,241,7.0,43.0,1.69,10.19,9.75,116.0,53.0,155.0,81,74.0,81.0,74.0,0.0,3.26,49.0,28.0,41.0,49.0,2.904564315352697,17.842323651452283,45.689655172413794,91.35802469135803,100.0,100.0,0.0,37.83783783783784,55.4054054054054,66.21621621621621
9236,2020,Ciudad de M̩xico,5,1,0385,23,61,,10.0,1.36,12.73,12.21,38.0,15.0,49.0,23,23.0,23.0,23.0,0.0,2.65,15.0,8.0,14.0,18.0,,16.39344262295082,39.473684210526315,100.0,100.0,100.0,0.0,34.78260869565217,60.86956521739131,78.26086956521739
9237,2020,Ciudad de M̩xico,5,1,0385,24,81,3.0,11.0,1.76,9.68,9.34,43.0,18.0,49.0,21,19.0,19.0,17.0,,4.26,14.0,7.0,5.0,13.0,3.7037037037037033,13.580246913580247,41.86046511627907,90.47619047619048,90.47619047619048,89.47368421052632,,36.84210526315789,26.31578947368421,68.42105263157895
9238,2020,Ciudad de M̩xico,5,1,0385,25,184,9.0,26.0,1.75,10.64,10.34,98.0,37.0,122.0,51,51.0,51.0,51.0,0.0,3.61,35.0,18.0,22.0,37.0,4.891304347826087,14.130434782608695,37.755102040816325,100.0,100.0,100.0,0.0,35.294117647058826,43.13725490196079,72.54901960784314
9239,2020,Ciudad de M̩xico,5,1,0385,26,262,8.0,56.0,1.8,10.43,10.42,128.0,55.0,192.0,81,81.0,77.0,77.0,0.0,3.23,44.0,34.0,42.0,52.0,3.0534351145038165,21.374045801526716,42.96875,100.0,95.06172839506173,95.06172839506173,0.0,41.9753086419753,51.85185185185185,64.19753086419753
9240,2020,Ciudad de M̩xico,5,1,0385,27,2,,,,,,,,,1,1.0,,,,,,,,,,,,100.0,,,,,,
9241,2020,Ciudad de M̩xico,5,1,0385,28,250,5.0,44.0,1.86,11.47,11.35,125.0,61.0,196.0,67,66.0,62.0,61.0,0.0,3.79,50.0,26.0,40.0,49.0,2.0,17.599999999999998,48.8,98.50746268656717,92.53731343283582,92.42424242424242,0.0,39.39393939393939,60.60606060606061,74.24242424242425
9242,2020,Ciudad de M̩xico,5,1,0385,29,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
9243,2020,Ciudad de M̩xico,5,1,0385,31,267,8.0,43.0,1.95,10.7,10.49,150.0,70.0,194.0,70,70.0,70.0,70.0,0.0,3.81,48.0,34.0,35.0,54.0,2.9962546816479403,16.10486891385768,46.666666666666664,100.0,100.0,100.0,0.0,48.57142857142857,50.0,77.14285714285715
9244,2020,Ciudad de M̩xico,5,1,0385,32,61,0.0,17.0,1.89,11.78,11.11,39.0,15.0,44.0,14,14.0,14.0,14.0,0.0,4.36,12.0,8.0,11.0,12.0,0.0,27.86885245901639,38.46153846153847,100.0,100.0,100.0,0.0,57.14285714285714,78.57142857142857,85.71428571428571
9245,2020,Ciudad de M̩xico,5,1,0385,33,189,3.0,26.0,2.12,10.24,10.04,96.0,39.0,98.0,51,49.0,51.0,49.0,0.0,3.86,38.0,13.0,22.0,38.0,1.5873015873015872,13.756613756613756,40.625,96.07843137254902,100.0,100.0,0.0,26.53061224489796,44.89795918367347,77.55102040816327
9246,2020,Ciudad de M̩xico,5,1,0385,34,143,11.0,28.0,1.55,10.6,10.7,71.0,32.0,115.0,53,51.0,53.0,51.0,0.0,2.8,30.0,13.0,25.0,33.0,7.6923076923076925,19.58041958041958,45.07042253521127,96.22641509433963,100.0,100.0,0.0,25.49019607843137,49.01960784313725,64.70588235294117
9247,2020,Ciudad de M̩xico,5,1,0385,35,96,6.0,14.0,1.59,10.51,10.63,57.0,28.0,53.0,28,28.0,28.0,28.0,0.0,3.43,14.0,12.0,18.0,20.0,6.25,14.583333333333334,49.122807017543856,100.0,100.0,100.0,0.0,42.857142857142854,64.28571428571429,71.42857142857143
9248,2020,Ciudad de M̩xico,5,1,0385,36,10,0.0,,1.0,13.33,11.0,4.0,0.0,4.0,7,5.0,6.0,4.0,0.0,2.0,4.0,3.0,3.0,5.0,0.0,,0.0,71.42857142857143,85.71428571428571,80.0,0.0,60.0,60.0,100.0
9249,2020,Ciudad de M̩xico,5,1,0385,38,45,3.0,7.0,2.5,9.8,10.11,26.0,10.0,31.0,11,11.0,11.0,11.0,0.0,4.09,5.0,,,5.0,6.666666666666667,15.555555555555555,38.46153846153847,100.0,100.0,100.0,0.0,,,45.45454545454545
9250,2020,Ciudad de M̩xico,5,1,0385,41,9,,,,,,,,,2,2.0,,,,,,,,,,,,100.0,,,,,,
9251,2020,Ciudad de M̩xico,5,1,0385,42,112,3.0,18.0,1.46,9.69,9.81,54.0,23.0,82.0,29,29.0,29.0,29.0,0.0,3.86,19.0,15.0,17.0,19.0,2.6785714285714284,16.071428571428573,42.592592592592595,100.0,100.0,100.0,0.0,51.724137931034484,58.620689655172406,65.51724137931035
9252,2020,Ciudad de M̩xico,5,1,0385,46,50,0.0,11.0,1.43,9.47,9.48,21.0,11.0,35.0,16,16.0,16.0,16.0,0.0,3.13,9.0,6.0,7.0,7.0,0.0,22.0,52.38095238095239,100.0,100.0,100.0,0.0,37.5,43.75,43.75
9253,2020,Ciudad de M̩xico,5,1,0385,47,131,3.0,14.0,1.96,9.46,9.42,77.0,36.0,74.0,33,33.0,33.0,33.0,0.0,3.97,22.0,8.0,13.0,21.0,2.2900763358778624,10.687022900763358,46.75324675324675,100.0,100.0,100.0,0.0,24.242424242424242,39.39393939393939,63.63636363636363
9254,2020,Ciudad de M̩xico,5,1,039A,0,5682,118.0,1573.0,1.53,14.32,13.9,3090.0,1420.0,4470.0,2038,1863.0,2003.0,1828.0,51.0,3.05,1613.0,1564.0,1581.0,1713.0,2.0767335445265753,27.683914114748326,45.9546925566343,91.41315014720314,98.28263002944063,98.12130971551262,2.502453385672228,83.9506172839506,84.86312399355877,91.94847020933977
9255,2020,Ciudad de M̩xico,5,1,039A,2,196,,57.0,1.65,14.35,13.74,87.0,34.0,167.0,69,64.0,68.0,63.0,3.0,3.06,54.0,52.0,55.0,57.0,,29.081632653061224,39.08045977011494,92.7536231884058,98.55072463768117,98.4375,4.3478260869565215,81.25,85.9375,89.0625
9256,2020,Ciudad de M̩xico,5,1,039A,3,170,,51.0,1.58,14.2,13.73,68.0,32.0,118.0,61,55.0,59.0,53.0,0.0,3.09,48.0,46.0,47.0,49.0,,30.0,47.05882352941176,90.1639344262295,96.72131147540983,96.36363636363636,0.0,83.63636363636363,85.45454545454545,89.0909090909091
9257,2020,Ciudad de M̩xico,5,1,039A,4,201,4.0,71.0,1.72,13.97,13.73,105.0,40.0,144.0,76,70.0,76.0,70.0,5.0,2.87,54.0,52.0,50.0,62.0,1.9900497512437811,35.32338308457712,38.095238095238095,92.10526315789474,100.0,100.0,6.578947368421052,74.28571428571429,71.42857142857143,88.57142857142857
9258,2020,Ciudad de M̩xico,5,1,039A,5,190,5.0,51.0,1.62,14.23,13.63,82.0,34.0,137.0,67,59.0,64.0,56.0,,3.22,56.0,51.0,49.0,53.0,2.631578947368421,26.842105263157894,41.46341463414634,88.05970149253731,95.52238805970148,94.91525423728814,,86.4406779661017,83.05084745762711,89.83050847457628
9259,2020,Ciudad de M̩xico,5,1,039A,6,132,4.0,37.0,1.52,14.83,14.37,67.0,31.0,115.0,49,43.0,49.0,43.0,,3.07,35.0,37.0,36.0,39.0,3.0303030303030303,28.030303030303028,46.26865671641791,87.75510204081633,100.0,100.0,,86.04651162790698,83.72093023255815,90.69767441860465
9260,2020,Ciudad de M̩xico,5,1,039A,7,140,0.0,40.0,1.48,14.84,14.57,73.0,31.0,116.0,48,45.0,47.0,44.0,0.0,3.11,42.0,38.0,31.0,42.0,0.0,28.57142857142857,42.465753424657535,93.75,97.91666666666666,97.77777777777777,0.0,84.44444444444444,68.88888888888889,93.33333333333333
9261,2020,Ciudad de M̩xico,5,1,039A,8,190,5.0,62.0,1.63,14.8,14.29,77.0,32.0,160.0,59,57.0,59.0,57.0,,3.33,47.0,52.0,49.0,53.0,2.631578947368421,32.631578947368425,41.55844155844156,96.61016949152543,100.0,100.0,,91.22807017543859,85.96491228070175,92.98245614035088
9262,2020,Ciudad de M̩xico,5,1,039A,9,164,5.0,41.0,1.46,13.66,13.31,71.0,30.0,127.0,56,49.0,55.0,48.0,5.0,3.35,48.0,44.0,39.0,47.0,3.048780487804878,25.0,42.25352112676056,87.5,98.21428571428571,97.95918367346938,8.928571428571429,89.79591836734694,79.59183673469387,95.91836734693877
9263,2020,Ciudad de M̩xico,5,1,039A,10,179,3.0,58.0,1.73,14.12,13.96,83.0,32.0,150.0,63,59.0,63.0,59.0,,3.03,49.0,51.0,47.0,53.0,1.675977653631285,32.402234636871505,38.55421686746988,93.65079365079364,100.0,100.0,,86.4406779661017,79.66101694915254,89.83050847457628
9264,2020,Ciudad de M̩xico,5,1,039A,11,171,5.0,58.0,1.8,14.12,13.78,76.0,33.0,142.0,59,54.0,58.0,53.0,,3.17,50.0,49.0,46.0,49.0,2.923976608187134,33.91812865497076,43.42105263157895,91.52542372881356,98.30508474576271,98.14814814814815,,90.74074074074075,85.18518518518519,90.74074074074075
9265,2020,Ciudad de M̩xico,5,1,039A,12,170,5.0,55.0,1.54,14.72,14.42,87.0,45.0,145.0,55,52.0,53.0,50.0,0.0,3.27,45.0,46.0,46.0,45.0,2.941176470588235,32.35294117647059,51.724137931034484,94.54545454545455,96.36363636363636,96.15384615384616,0.0,88.46153846153845,88.46153846153845,86.53846153846155
9266,2020,Ciudad de M̩xico,5,1,039A,13,201,5.0,66.0,1.52,14.21,13.97,166.0,87.0,151.0,71,63.0,69.0,61.0,,3.19,52.0,57.0,56.0,61.0,2.4875621890547266,32.83582089552239,52.40963855421686,88.73239436619718,97.1830985915493,96.82539682539682,,90.47619047619048,88.88888888888889,96.82539682539682
9267,2020,Ciudad de M̩xico,5,1,039A,14,158,,54.0,1.18,14.29,14.02,90.0,48.0,122.0,56,51.0,55.0,50.0,,3.1,47.0,48.0,41.0,44.0,,34.177215189873415,53.333333333333336,91.07142857142857,98.21428571428571,98.0392156862745,,94.11764705882352,80.3921568627451,86.27450980392157
9268,2020,Ciudad de M̩xico,5,1,039A,15,182,,56.0,1.35,14.48,14.4,138.0,78.0,137.0,53,52.0,53.0,52.0,0.0,3.5,46.0,48.0,47.0,52.0,,30.76923076923077,56.52173913043478,98.11320754716981,100.0,100.0,0.0,92.3076923076923,90.38461538461539,100.0
9269,2020,Ciudad de M̩xico,5,1,039A,16,108,,18.0,1.53,13.68,13.63,61.0,30.0,85.0,44,34.0,42.0,32.0,0.0,3.18,27.0,24.0,31.0,31.0,,16.666666666666664,49.18032786885246,77.27272727272727,95.45454545454545,94.11764705882352,0.0,70.58823529411765,91.17647058823529,91.17647058823529
9270,2020,Ciudad de M̩xico,5,1,039A,18,156,4.0,45.0,1.7,14.42,13.91,72.0,26.0,104.0,55,49.0,54.0,48.0,,3.18,39.0,45.0,41.0,45.0,2.564102564102564,28.846153846153843,36.11111111111111,89.0909090909091,98.18181818181819,97.95918367346938,,91.83673469387756,83.6734693877551,91.83673469387756
9271,2020,Ciudad de M̩xico,5,1,039A,19,132,,36.0,1.52,14.54,13.98,100.0,49.0,100.0,38,35.0,38.0,35.0,,3.77,29.0,34.0,33.0,34.0,,27.27272727272727,49.0,92.10526315789474,100.0,100.0,,97.14285714285714,94.28571428571428,97.14285714285714
9272,2020,Ciudad de M̩xico,5,1,039A,20,233,5.0,60.0,1.61,14.58,14.08,106.0,42.0,161.0,72,70.0,67.0,65.0,,3.33,61.0,63.0,63.0,68.0,2.1459227467811157,25.75107296137339,39.62264150943396,97.22222222222221,93.05555555555556,92.85714285714286,,90.0,90.0,97.14285714285714
9273,2020,Ciudad de M̩xico,5,1,039A,21,113,3.0,34.0,1.65,14.14,13.78,97.0,52.0,88.0,39,37.0,39.0,37.0,,3.05,28.0,33.0,30.0,33.0,2.6548672566371683,30.08849557522124,53.608247422680414,94.87179487179486,100.0,100.0,,89.1891891891892,81.08108108108108,89.1891891891892
9274,2020,Ciudad de M̩xico,5,1,039A,22,174,3.0,53.0,1.52,14.3,13.88,77.0,34.0,132.0,55,51.0,55.0,51.0,4.0,3.41,49.0,45.0,44.0,48.0,1.7241379310344827,30.45977011494253,44.15584415584416,92.72727272727272,100.0,100.0,7.2727272727272725,88.23529411764706,86.27450980392157,94.11764705882352
9275,2020,Ciudad de M̩xico,5,1,039A,23,120,,26.0,1.21,14.7,14.4,100.0,49.0,80.0,40,38.0,40.0,38.0,0.0,3.16,33.0,37.0,37.0,37.0,,21.666666666666668,49.0,95.0,100.0,100.0,0.0,97.36842105263158,97.36842105263158,97.36842105263158
9276,2020,Ciudad de M̩xico,5,1,039A,24,164,3.0,57.0,1.59,14.04,13.42,70.0,27.0,133.0,57,55.0,57.0,55.0,,2.98,48.0,46.0,41.0,47.0,1.8292682926829267,34.756097560975604,38.57142857142858,96.49122807017544,100.0,100.0,,83.63636363636363,74.54545454545455,85.45454545454545
9277,2020,Ciudad de M̩xico,5,1,039A,25,114,0.0,28.0,1.43,14.75,14.47,101.0,49.0,90.0,45,37.0,45.0,37.0,,3.08,29.0,30.0,31.0,33.0,0.0,24.561403508771928,48.51485148514851,82.22222222222221,100.0,100.0,,81.08108108108108,83.78378378378379,89.1891891891892
9278,2020,Ciudad de M̩xico,5,1,039A,26,207,3.0,48.0,1.53,14.73,14.26,102.0,44.0,170.0,69,63.0,67.0,61.0,0.0,3.29,59.0,53.0,53.0,59.0,1.4492753623188406,23.18840579710145,43.13725490196079,91.30434782608695,97.10144927536231,96.82539682539682,0.0,84.12698412698413,84.12698412698413,93.65079365079364
9279,2020,Ciudad de M̩xico,5,1,039A,27,134,5.0,32.0,1.54,13.57,13.26,106.0,60.0,91.0,43,40.0,43.0,40.0,0.0,3.35,39.0,36.0,34.0,38.0,3.731343283582089,23.88059701492537,56.60377358490566,93.02325581395348,100.0,100.0,0.0,90.0,85.0,95.0
9280,2020,Ciudad de M̩xico,5,1,039A,28,187,,46.0,1.55,14.63,14.31,93.0,39.0,151.0,68,58.0,68.0,58.0,,3.22,55.0,52.0,48.0,55.0,,24.598930481283425,41.935483870967744,85.29411764705883,100.0,100.0,,89.65517241379311,82.75862068965517,94.82758620689656
9281,2020,Ciudad de M̩xico,5,1,039A,29,90,3.0,21.0,1.25,13.99,14.03,49.0,23.0,70.0,35,32.0,35.0,32.0,0.0,2.81,21.0,26.0,28.0,32.0,3.3333333333333335,23.333333333333332,46.93877551020408,91.42857142857143,100.0,100.0,0.0,81.25,87.5,100.0
9282,2020,Ciudad de M̩xico,5,1,039A,30,108,4.0,23.0,1.54,14.4,14.2,55.0,24.0,69.0,35,30.0,33.0,28.0,,3.6,26.0,27.0,23.0,26.0,3.7037037037037033,21.296296296296298,43.63636363636363,85.71428571428571,94.28571428571428,93.33333333333333,,90.0,76.66666666666667,86.66666666666667
9283,2020,Ciudad de M̩xico,5,1,039A,31,66,,12.0,1.67,12.96,12.43,33.0,15.0,58.0,25,22.0,25.0,22.0,0.0,3.0,17.0,15.0,14.0,16.0,,18.181818181818183,45.45454545454545,88.0,100.0,100.0,0.0,68.18181818181817,63.63636363636363,72.72727272727273
9284,2020,Ciudad de M̩xico,5,1,039A,32,117,0.0,27.0,1.7,13.81,13.2,60.0,27.0,92.0,34,32.0,33.0,31.0,,3.66,29.0,22.0,28.0,30.0,0.0,23.076923076923077,45.0,94.11764705882352,97.05882352941177,96.875,,68.75,87.5,93.75
9285,2020,Ciudad de M̩xico,5,1,039A,33,147,8.0,32.0,1.76,14.4,13.73,70.0,29.0,131.0,60,53.0,60.0,53.0,4.0,2.77,47.0,41.0,43.0,45.0,5.442176870748299,21.768707482993197,41.42857142857143,88.33333333333333,100.0,100.0,6.666666666666667,77.35849056603774,81.13207547169812,84.90566037735849
9286,2020,Ciudad de M̩xico,5,1,039A,35,92,,27.0,1.3,14.16,13.68,41.0,12.0,78.0,40,37.0,40.0,37.0,,2.49,32.0,30.0,32.0,35.0,,29.347826086956523,29.268292682926827,92.5,100.0,100.0,,81.08108108108108,86.48648648648648,94.5945945945946
9287,2020,Ciudad de M̩xico,5,1,039A,37,135,,34.0,1.27,14.59,13.99,74.0,39.0,125.0,59,55.0,58.0,54.0,,2.45,49.0,37.0,50.0,50.0,,25.185185185185183,52.702702702702695,93.22033898305084,98.30508474576271,98.18181818181819,,67.27272727272727,90.9090909090909,90.9090909090909
9288,2020,Ciudad de M̩xico,5,1,039A,39,121,5.0,24.0,1.5,14.96,14.4,70.0,34.0,104.0,57,53.0,57.0,53.0,,2.28,48.0,38.0,50.0,50.0,4.132231404958678,19.834710743801654,48.57142857142857,92.98245614035088,100.0,100.0,,71.69811320754717,94.33962264150944,94.33962264150944
9289,2020,Ciudad de M̩xico,5,1,039A,41,97,,16.0,1.38,14.48,14.02,65.0,31.0,77.0,39,39.0,38.0,38.0,0.0,2.49,33.0,28.0,38.0,38.0,,16.49484536082474,47.69230769230769,100.0,97.43589743589743,97.43589743589743,0.0,71.7948717948718,97.43589743589743,97.43589743589743
9290,2020,Ciudad de M̩xico,5,1,039A,43,132,6.0,36.0,1.47,14.21,13.73,64.0,30.0,113.0,60,49.0,59.0,48.0,4.0,2.69,44.0,37.0,40.0,43.0,4.545454545454546,27.27272727272727,46.875,81.66666666666667,98.33333333333333,97.95918367346938,6.666666666666667,75.51020408163265,81.63265306122449,87.75510204081633
9291,2020,Ciudad de M̩xico,5,1,039A,46,288,7.0,81.0,1.43,14.17,13.19,153.0,68.0,237.0,126,120.0,121.0,115.0,0.0,2.4,97.0,93.0,110.0,114.0,2.430555555555556,28.125,44.44444444444444,95.23809523809523,96.03174603174604,95.83333333333334,0.0,77.5,91.66666666666666,95.0
9292,2020,Ciudad de M̩xico,5,1,039A,47,3,,,,,,,,,1,1.0,,,,,,,,,,,,100.0,,,,,,
9293,2020,Ciudad de M̩xico,5,1,0402,0,5809,151.0,996.0,1.79,10.91,10.69,3029.0,1321.0,4199.0,1802,1695.0,1791.0,1684.0,24.0,3.43,1095.0,666.0,880.0,1171.0,2.5994147013255295,17.145808228610775,43.61175305381314,94.06215316315205,99.38956714761376,99.35103244837758,1.3318534961154271,39.29203539823009,51.91740412979351,69.08554572271386
9294,2020,Ciudad de M̩xico,5,1,0402,1,382,11.0,56.0,1.59,10.93,11.0,230.0,97.0,282.0,127,124.0,127.0,124.0,0.0,3.08,67.0,30.0,40.0,74.0,2.8795811518324608,14.659685863874344,42.173913043478265,97.63779527559055,100.0,100.0,0.0,24.193548387096776,32.25806451612903,59.67741935483871
9295,2020,Ciudad de M̩xico,5,1,0402,2,285,7.0,54.0,1.94,10.42,10.2,166.0,77.0,196.0,95,90.0,95.0,90.0,4.0,3.17,48.0,30.0,38.0,49.0,2.456140350877193,18.947368421052634,46.3855421686747,94.73684210526315,100.0,100.0,4.2105263157894735,33.33333333333333,42.22222222222222,54.44444444444444
9296,2020,Ciudad de M̩xico,5,1,0402,3,281,9.0,45.0,1.77,10.78,10.74,151.0,69.0,180.0,88,85.0,88.0,85.0,0.0,3.31,45.0,19.0,42.0,52.0,3.202846975088968,16.014234875444842,45.6953642384106,96.5909090909091,100.0,100.0,0.0,22.35294117647059,49.411764705882355,61.1764705882353
9297,2020,Ciudad de M̩xico,5,1,0402,4,222,8.0,44.0,1.83,10.64,10.23,110.0,45.0,175.0,67,58.0,67.0,58.0,,3.83,33.0,21.0,25.0,43.0,3.6036036036036037,19.81981981981982,40.909090909090914,86.56716417910447,100.0,100.0,,36.206896551724135,43.103448275862064,74.13793103448276
9298,2020,Ciudad de M̩xico,5,1,0402,5,192,3.0,29.0,1.78,11.21,11.2,102.0,50.0,158.0,53,50.0,53.0,50.0,,3.84,37.0,21.0,31.0,32.0,1.5625,15.104166666666666,49.01960784313725,94.33962264150944,100.0,100.0,,42.0,62.0,64.0
