,Status,m2,State,Rooms,Price,Adress,lon,lat
170,Casa en venta ,255,construidos , 5 recs. ,"2,800,000"," Norte 56,A 5210 , Tablas De San Agustín , Gustavo A. Madero , Distrito Federal ",-99.1146138,19.465133
171,Casa en venta ,360,construidos , 4 recs. ,"3,130,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
172,Casa en venta ,180,construidos , 3 recs. ,"6,200,000"," Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1276295,19.494112
173,Casa en venta ,204,construidos , 4 recs. ,"2,839,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
174,Casa en venta ,360,construidos , 5 recs. ,"4,200,000"," TLACAMICHIN 466 , Santa Isabel Tola , Gustavo A. Madero , Distrito Federal ",-99.1143009,19.5028772
175,Casa en venta ,180,construidos , 4 recs. ,"4,100,000"," San Juan de Aragón VI Sección , Gustavo A. Madero , Distrito Federal ",-99.0667845,19.4677043
176,Casa en venta ,270,construidos , 3 recs. ,"1,500,000"," Volcán Santa María 38 , Ampliación Providencia , Gustavo A. Madero , Distrito Federal ",-99.0721519,19.4785446
177,Casa en venta ,300,construidos , 3 recs. ,"2,665,302"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
178,Casa en venta ,476,construidos , 4 recs. ,"10,900,000"," Matanzas , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1272213,19.4970395
179,Casa en venta ,74,construidos , 2 recs. ,"1,800,000"," Venta Casa , Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
180,Casa en venta ,75,construidos , 2 recs. ,"645,000"," 4o. Andador Río San Joaquín 0 , El Arbolillo , Gustavo A. Madero , Distrito Federal ",-99.1481809,19.5316446
181,Casa en venta ,360,construidos , 4 recs. ,"7,500,000"," Eten , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1386354,19.4904673
182,Casa en venta ,303,construidos , 5 recs. ,"8,650,000"," RIOBAMBA 947 , Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1229077,19.4955338
183,Casa en venta ,217,construidos , 3 recs. ,"3,400,000"," Ampliación San Juan de Aragón , Gustavo A. Madero , Distrito Federal ",-99.1048072,19.4753714
184,Casa en venta ,465,construidos , 3 recs. ,"12,800,000"," Avenida de los 45 metros , Planetario Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1411118,19.4938504
185,Casa en venta ,477,construidos , 4 recs. ,"12,900,000"," Caracas , Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1422926,19.5108456
186,Casa en venta ,136,construidos , 3 recs. ,"2,450,000"," Puerto Progreso 130 , Ampliación Casas Alemán , Gustavo A. Madero , Distrito Federal ",-99.0824946,19.4790921
187,Casa en venta ,368,construidos , 5 recs. ,"7,800,000"," Prolongación de Turquesa 33 , Estrella , Gustavo A. Madero , Distrito Federal ",-99.1158688,19.4724848
188,Casa en venta ,262,construidos , 6 recs. ,"2,400,000"," Edo. de Querétaro 42 , Providencia , Gustavo A. Madero , Distrito Federal ",-99.0678336,19.4822354
189,Casa en venta ,600,construidos , 3 recs. ,"3,956,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
190,Casa en venta ,220,construidos , 4 recs. ,"1,370,020"," CHICLAYO 967 , Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1245386,19.4971922
191,Casa en venta ,193,construidos , 6 recs. ,"4,200,000"," Peñas de los Baños 3a Cerrada de la Av. 601 Casa 3 Lt.8 , San Juan De Aragón , Gustavo A. Madero , Distrito Federal ",-120.8499151,37.0582786
192,Casa en venta ,244,construidos , 5 recs. ,"5,200,000"," Turmalina , Estrella , Gustavo A. Madero , Distrito Federal ",-99.1146477,19.4745274
193,Casa en venta ,213,construidos , 8 recs. ,"3,300,000"," Cerrada Emiliano Zapata Manzana 282A Lote 20 , San Felipe De Jesús , Gustavo A. Madero , Distrito Federal ",-99.0851662,19.4912471
194,Casa en venta ,200,construidos , 4 recs. ,"6,500,000"," Norte 7,a 4702 , Defensores De La República , Gustavo A. Madero , Distrito Federal ",-99.1448011,19.4758671
195,Casa en venta ,406,construidos , 4 recs. ,"8,000,000"," La Hormiga , Tepeyac Insurgentes , Gustavo A. Madero , Distrito Federal ",-99.1263856,19.4817173
196,Casa en venta ,230,construidos , 6 recs. ,"6,500,000"," Arroyo de Ahuehuetes 0 , Residencial La Escalera , Gustavo A. Madero , Distrito Federal ",-99.1395396,19.5108176
197,Casa en venta ,126,construidos , 3 recs. ,"2,350,000"," Leon Cavallo 0 , Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1307623,19.4689879
198,Casa en venta ,168,construidos , 4 recs. ,"5,500,000"," Acueducto De Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1490745,19.5232329
199,Casa en venta ,320,construidos , 4 recs. ,"8,650,000"," LIMA , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1281871,19.4915664
200,Casa en venta ,380,construidos , 5 recs. ,"7,800,000"," Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1324282,19.5037694
201,Casa en venta ,369,construidos , 3 recs. ,"6,900,000"," Valle Del Tepeyac , Gustavo A. Madero , Distrito Federal ",-99.1421561,19.4882202
202,Casa en venta ,514,construidos , 7 recs. ,"10,850,000"," Salaverry , Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1273622,19.5011543
203,Casa en venta ,298,construidos , 4 recs. ,"8,995,000"," Callao , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1254258,19.4895261
204,Casa en venta ,292,construidos , 6 recs. ,"6,500,000"," Bartolo Vergara 70 , Guadalupe Insurgentes , Gustavo A. Madero , Distrito Federal ",-99.1339814,19.4729499
205,Casa en venta ,245,construidos , 3 recs. ,"5,300,000"," Mollendo 984 , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1322521,19.4901663
206,Casa en venta ,473,construidos , 5 recs. ,"3,800,000"," JOSÉ MARÍA MATA , Constitución De La República , Gustavo A. Madero , Distrito Federal ",-99.1003219,19.4842339
207,Casa en venta ,320,construidos , 3 recs. ,"8,200,000"," Managua 871 , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1287663,19.4961987
208,Casa en venta ,447,construidos , 4 recs. ,"3,130,000,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
209,Casa en venta ,464,construidos , 4 recs. ,"26,700,000"," Prolongacion Xochiquetzal , Santa Isabel Tola , Gustavo A. Madero , Distrito Federal ",-99.1125446,19.496788
210,Casa en venta ,170,construidos , 3 recs. ,"3,980,000"," Villa de Aragon , Villa De Aragón , Gustavo A. Madero , Distrito Federal ",-99.0605643,19.4672793
211,Casa en venta ,233,construidos , 3 recs. ,"4,500,000"," Residencial Acueducto de Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1490745,19.5232329
212,Casa en venta ,250,construidos , 3 recs. ,"8,000,000"," Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1276295,19.494112
213,Casa en venta ,239,construidos , 4 recs. ,"4,600,000"," Calle 38 A , Santa Rosa , Gustavo A. Madero , Distrito Federal ",-99.1716095,19.5257464
214,Casa en venta ,410,construidos , 4 recs. ,"11,000,000"," Recife , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1380384,19.4910669
215,Casa en venta ,290,construidos , 4 recs. ,"760,000"," CALLE 317 31 , El Coyol , Gustavo A. Madero , Distrito Federal ",-99.088645,19.4890198
216,Casa en venta ,190,construidos , 3 recs. ,"900,000"," León Cavallo 78 , Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1284833,19.4680879
217,Casa en venta ,267,construidos , 3 recs. ,"6,250,000"," Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1276295,19.494112
218,Casa en venta ,403,construidos , 4 recs. ,"6,397,500"," Av.de los cien metros , Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1495503,19.4832889
219,Casa en venta ,226,construidos , 4 recs. ,"7,190,000"," Norte 19A , Nueva Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1485737,19.4845593
220,Casa en venta ,254,construidos , 3 recs. ,"4,950,000"," Granate , Estrella , Gustavo A. Madero , Distrito Federal ",-99.1180152,19.472989
221,Casa en venta ,364,construidos , 5 recs. ,"5,250,000"," Santa Isabel Tola , Gustavo A. Madero , Distrito Federal ",-99.113797,19.4977577
222,Casa en venta ,151,construidos , 3 recs. ,"1,850,000"," Guadalupe Proletaria , Gustavo A. Madero , Distrito Federal ",-99.1553016,19.5221801
223,Casa en venta ,200,construidos , 4 recs. ,"2,350,000"," La Casilda , Gustavo A. Madero , Distrito Federal ",-99.1241711,19.5554408
224,Casa en venta ,360,construidos , 4 recs. ,"3,000,000"," Avenida 508 30 , San Juan de Aragón I Sección , Gustavo A. Madero , Distrito Federal ",-99.092335,19.4625526
225,Casa en venta ,180,construidos , 3 recs. ,"6,500,000"," Poniente 126 , Nueva Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1477199,19.4863179
226,Casa en venta ,500,construidos , 4 recs. ,"15,200,000"," San Bartolo Atepehuacan , Gustavo A. Madero , Distrito Federal ",-99.1435398,19.4925705
227,Casa en venta ,358,construidos , 6 recs. ,"3,800,000"," 22 118 , Guadalupe Proletaria , Gustavo A. Madero , Distrito Federal ",-99.1553016,19.5221801
228,Casa en venta ,125,construidos , 4 recs. ,"2,150,000"," Rio San Pedro , Jorge Negrete , Gustavo A. Madero , Distrito Federal ",-99.1464039,19.5289349
229,Casa en venta ,80,construidos , 3 recs. ,"2,000,000"," AV HENRY FORD 351 , Bondojito , Gustavo A. Madero , Distrito Federal ",-99.1084775,19.4662379
230,Casa en venta ,400,construidos , 4 recs. ,"4,950,000"," Poniente , Magdalena De Las Salinas , Gustavo A. Madero , Distrito Federal ",-99.146999,19.4813447
231,Casa en venta ,382,construidos , 3 recs. ,"3,000,000"," COQUIMBO 680 , Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1279073,19.4874448
232,Casa en venta ,430,construidos ,,"8,200,000"," Chiclayo 680 , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.1312825,19.4894379
233,Casa en venta ,230,construidos , 3 recs. ,"2,650,000"," NORTE 19 5222 , Nueva Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1479894,19.4855042
234,Casa en venta ,411,construidos , 4 recs. ,"6,499,999"," cuauhtemoc 38 , Aragón , Gustavo A. Madero , Distrito Federal ",-99.1163255,19.4811222
235,Casa en venta ,634,construidos , 7 recs. ,"6,900,000"," Calle 28 101 , Progreso Nacional , Gustavo A. Madero , Distrito Federal ",-99.1545448,19.5191104
236,Casa en venta ,260,construidos , 3 recs. ,"5,500,000"," Venta Casa , Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
237,Casa en venta ,528,construidos , 3 recs. ,"3,400,000"," Norte 9 A 5143 , Panamericana , Gustavo A. Madero , Distrito Federal ",-99.1442965,19.4822413
238,Casa en venta ,235,construidos , 3 recs. ,"2,450,469"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
239,Casa en venta ,256,construidos , 3 recs. ,"3,500,000"," NORTE 66 , Mártires De Río Blanco , Gustavo A. Madero , Distrito Federal ",-99.1110528,19.4606618
240,Casa en venta ,136,construidos , 3 recs. ,"2,450,000"," Puerto Progreso 124 , Casas Alemán Amp , Gustavo A. Madero , Distrito Federal ",-99.0826287,19.4789855
241,Casa en venta ,306,construidos , 3 recs. ,"5,200,000"," Villa Gustavo A. Madero , Gustavo A. Madero , Distrito Federal ",-99.1135903,19.4838854
242,Casa en venta ,258,construidos , 4 recs. ,"8,450,000"," Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1324282,19.5037694
243,Casa en venta ,382,construidos , 4 recs. ,"13,300,000"," Managua , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.1309361,19.4936024
244,Casa en venta ,240,construidos , 3 recs. ,"4,500,000"," Santa Isabel Tola , Gustavo A. Madero , Distrito Federal ",-99.113797,19.4977577
245,Casa en venta ,215,construidos , 4 recs. ,"3,700,000"," Jorge Negrete , Gustavo A. Madero , Distrito Federal ",-99.1435398,19.5264606
246,Casa en venta ,345,construidos , 6 recs. ,"6,500,000"," Puerto de la Paz 1 , Casas Alemán Amp , Gustavo A. Madero , Distrito Federal ",-99.087586,19.4757639
247,Casa en venta ,200,construidos , 4 recs. ,"5,800,000"," oriente 153 3210 , Salvador Díaz Mirón , Gustavo A. Madero , Distrito Federal ",-99.1018565,19.487256
248,Casa en venta ,185,construidos , 4 recs. ,"1,941,216"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
249,Casa en venta ,450,construidos , 3 recs. ,"13,000,000"," Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1276295,19.494112
250,Casa en venta ,470,construidos , 4 recs. ,"9,200,000"," Chiclayo , Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1288606,19.4920639
251,Casa en venta ,245,construidos , 4 recs. ,"2,692,303"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
252,Casa en venta ,358,construidos , 4 recs. ,"7,500,000"," Eten , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.1383258,19.4920746
253,Casa en venta ,475,construidos , 6 recs. ,"5,600,000"," 1531 28 , San Juan De Aragón 6a Secc. , Gustavo A. Madero , Distrito Federal ",-99.0923614,19.4686303
254,Casa en venta ,190,construidos , 4 recs. ,"5,950,000"," Guayaquil 11 , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.1343953,19.4941153
255,Casa en venta ,384,construidos , 7 recs. ,"9,000,000"," Matanzas , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1272213,19.4970395
256,Casa en venta ,390,construidos , 5 recs. ,"2,800,000"," Cerrada Borondín 0 , Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1421561,19.4675927
257,Casa en venta ,186,construidos , 4 recs. ,"564,000"," CAMINA A LA ENSEÑANZA 0 , Campestre Aragón , Gustavo A. Madero , Distrito Federal ",-99.0798513,19.4840308
258,Casa en venta ,370,construidos , 4 recs. ,"5,568,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
259,Casa en venta ,466,de terreno , 8 recs. ,"9,250,000"," Casa muy Amplia y con Excelente Ubicación en Gustavo A. Madero , San Pedro El Chico , Gustavo A. Madero , Distrito Federal ",-99.0977366,19.4713346
260,Casa en venta ,70,construidos , 2 recs. ,"686,000"," TENAYUCA 551 , Zona Escolar , Gustavo A. Madero , Distrito Federal ",-99.1639804,19.528353
261,Casa en venta ,285,construidos ,,"4,300,000"," Jose Maria Mata , Constitución De La República , Gustavo A. Madero , Distrito Federal ",-99.1003219,19.4842339
262,Casa en venta ,180,construidos , 3 recs. ,"1,150,000"," Turquesa 43 , Estrella , Gustavo A. Madero , Distrito Federal ",-99.1157077,19.4727725
263,Casa en venta ,240,construidos , 3 recs. ,"4,500,000"," Tepetates , Santa Isabel Tola , Gustavo A. Madero , Distrito Federal ",-99.1134512,19.4929862
264,Casa en venta ,165,construidos , 3 recs. ,"2,600,000"," Calle 1505 45 , San Juan De Aragón 6a Secc. , Gustavo A. Madero , Distrito Federal ",-99.0703503,19.4675997
265,Casa en venta ,170,construidos , 3 recs. ,"6,200,000"," Residencial Zacatenco , Gustavo A. Madero , Distrito Federal ",-99.1220962,19.5002857
266,Casa en venta ,240,construidos , 3 recs. ,"5,600,000"," San Pedro Zacatenco , Gustavo A. Madero , Distrito Federal ",-99.1214045,19.5069515
267,Casa en venta ,990,construidos , 4 recs. ,"11,900,000"," Garrido 131 , Villa Gustavo A. Madero , Gustavo A. Madero , Distrito Federal ",-99.1158557,19.4821859
268,Casa en venta ,457,construidos , 3 recs. ,"8,200,000"," 6 de Octubre 25 , San Bartolo Atepehuacan , Gustavo A. Madero , Distrito Federal ",-99.1434857,19.4919861
269,Casa en venta ,168,construidos , 4 recs. ,"5,501,000"," Acueducto De Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1490745,19.5232329
270,Casa en venta ,265,construidos , 4 recs. ,"1,941,216"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
271,Casa en venta ,110,construidos , 3 recs. ,"2,600,000"," Temaca 0 , Aragón Inguaran , Gustavo A. Madero , Distrito Federal ",-99.1079434,19.4710381
272,Casa en venta ,166,construidos , 3 recs. ,"4,200,000"," ARAGON000 , Villa De Aragón , Gustavo A. Madero , Distrito Federal ",-99.0605643,19.4672793
273,Casa en venta ,136,construidos , 3 recs. ,"2,325,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
274,Casa en venta ,600,construidos , 4 recs. ,"6,400,000"," La Malinche , Gustavo A. Madero , Distrito Federal ",-99.1051529,19.4521469
275,Casa en venta ,210,construidos , 4 recs. ,"991,298"," Sosola 566 , Valle Del Tepeyac , Gustavo A. Madero , Distrito Federal ",-99.1417021,19.4882662
276,Casa en venta ,255,construidos , 5 recs. ,"2,800,000"," Norte 56,A 5203 , Tablas De San Agustín , Gustavo A. Madero , Distrito Federal ",-99.114493,19.4649797
277,Casa en venta ,222,construidos , 3 recs. ,"4,800,000"," Guadalupe Victoria , Gustavo A. Madero , Distrito Federal ",-99.1393889,19.4706794
278,Casa en venta ,231,construidos , 7 recs. ,"2,500,000"," Loma La Palma , Gustavo A. Madero , Distrito Federal ",-99.1442316,19.5551602
279,Casa en venta ,400,de terreno , 4 recs. ,"12,630,000"," Casa muy Amplia en Colonia Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1273446,19.4942275
280,Casa en venta ,370,construidos , 5 recs. ,"3,900,000"," Polar , Tepeyac Insurgentes , Gustavo A. Madero , Distrito Federal ",-99.1254627,19.4803043
281,Casa en venta ,447,construidos , 4 recs. ,"4,600,000"," Managua 725 , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.1318217,19.4924435
282,Casa en venta ,570,construidos , 4 recs. ,"6,300,000"," Del Pielago , Residencial Acueducto de Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1548685,19.5260344
283,Casa en venta ,220,construidos , 3 recs. ,"860,000"," DEL GOLFO 00 , Acueducto De Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1526169,19.5245668
284,Casa en venta ,215,construidos , 4 recs. ,"3,700,000"," Jorge Negrete , Gustavo A. Madero , Distrito Federal ",-99.1435398,19.5264606
285,Casa en venta ,357,construidos , 3 recs. ,"3,900,000"," Chiconautla Mz. 17 ,1 Lt. 5 , Santa Isabel Tola , Gustavo A. Madero , Distrito Federal ",-99.1098439,19.4989607
286,Casa en venta ,245,construidos , 4 recs. ,"4,600,000"," Ambato , Gustavo A. Madero , Distrito Federal ",-99.1288767,19.5000712
287,Casa en venta ,201,construidos , 3 recs. ,"4,500,000"," Guadalupe Victoria , Gustavo A. Madero , Distrito Federal ",-99.1393889,19.4706794
288,Casa en venta ,230,construidos , 5 recs. ,"6,500,000"," Arroyo de Ahuehuetes null , Residencial La Escalera , Gustavo A. Madero , Distrito Federal ",-99.1395396,19.5108176
289,Casa en venta ,540,construidos ,,"5,500,000"," San Juan de Aragón III Sección , Gustavo A. Madero , Distrito Federal ",-99.0723139,19.4526915
290,Casa en venta ,168,construidos , 4 recs. ,"5,500,001"," Acueducto De Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1490745,19.5232329
291,Casa en venta ,265,construidos , 4 recs. ,"3,031,061"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
292,Casa en venta ,288,construidos , 4 recs. ,"6,500,000"," Cienfuegos , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.1298287,19.4927791
293,Casa en venta ,150,construidos , 5 recs. ,"3,999,999"," NORTE 70 5847 , Bondojito , Gustavo A. Madero , Distrito Federal ",-99.1068865,19.4676335
294,Casa en venta ,200,construidos , 3 recs. ,"10,950,000"," Uruyen 55 , Torres Lindavista , Gustavo A. Madero , Distrito Federal ",-99.1441736,19.5121693
295,Casa en venta ,130,construidos , 3 recs. ,"569,030"," CALLE 313 00 , El Coyol , Gustavo A. Madero , Distrito Federal ",-99.0900856,19.4881312
296,Casa en venta ,60,construidos , 2 recs. ,"1,150,100"," Insurgentes Norte 1260 , Capultitlán , Gustavo A. Madero , Distrito Federal ",-99.133055,19.4775147
297,Casa en venta ,204,construidos , 3 recs. ,"2,839,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
298,Casa en venta ,246,construidos , 3 recs. ,"8,850,000"," Chiclayo 1 , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1288606,19.4920639
299,Casa en venta ,168,construidos , 4 recs. ,"5,500,003"," Acueducto De Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1490745,19.5232329
300,Casa en venta ,300,construidos , 4 recs. ,"3,928,000"," Del Bosque , Gustavo A. Madero , Distrito Federal ",-99.1435398,19.5441434
301,Casa en venta ,181,construidos , 3 recs. ,"4,290,000"," Huancayo 0 , Colonia Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1393224,19.4940109
302,Casa en venta ,220,construidos , 3 recs. ,"798,500"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
303,Casa en venta ,399,construidos , 10 recs. ,"7,800,000"," Francisco Tamagno 187 , Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1330792,19.4653435
304,Casa en venta ,168,construidos , 4 recs. ,"5,500,000"," Acueducto De Guadalupe , Gustavo A. Madero , Distrito Federal ",-99.1490745,19.5232329
305,Casa en venta ,165,construidos , 3 recs. ,"2,742,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
306,Casa en venta ,194,construidos , 4 recs. ,"1,350,000"," HUASTECA 0 , Industrial , Gustavo A. Madero , Distrito Federal ",-99.1250777,19.4725932
307,Casa en venta ,270,construidos , 3 recs. ,"1,850,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
308,Casa en venta ,160,construidos , 3 recs. ,"1,098,500"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
309,Casa en venta ,300,construidos , 4 recs. ,"1,398,500"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
310,Casa en venta ,250,construidos , 3 recs. ,"3,380,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
311,Casa en venta ,180,construidos , 3 recs. ,"1,188,500"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
312,Casa en venta ,137,construidos , 2 recs. ,"3,700,000"," JADE 15 , Estrella , Gustavo A. Madero , Distrito Federal ",-99.1175683,19.4725065
313,Casa en venta ,184,construidos , 3 recs. ,"1,643,800"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
314,Casa en venta ,233,construidos ,,"5,700,000"," Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1276295,19.494112
315,Casa en venta ,270,construidos , 3 recs. ,"3,308,816"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
316,Casa en venta ,300,construidos , 4 recs. ,"12,380,000"," pernambuco 00 , Lindavista Norte , Gustavo A. Madero , Distrito Federal ",-99.1256585,19.4913741
317,Casa en venta ,190,construidos , 3 recs. ,"900,000"," León Cavallo 78 , Vallejo , Gustavo A. Madero , Distrito Federal ",-99.1284833,19.4680879
318,Casa en venta ,560,construidos , 1 rec. ,"8,900,000"," Privada de Francisco moreno , Villa Gustavo A. Madero , Gustavo A. Madero , Distrito Federal ",-99.1104889,19.4816996
319,Casa en venta ,370,construidos , 4 recs. ,"3,429,282,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
320,Casa en venta ,194,construidos , 3 recs. ,"1,100,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
321,Casa en venta ,599,construidos , 4 recs. ,"4,180,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
322,Casa en venta ,235,construidos , 3 recs. ,"1,295,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
323,Casa en venta ,301,construidos , 3 recs. ,"5,980,000"," Turmalina , Estrella , Gustavo A. Madero , Distrito Federal ",-99.1146477,19.4745274
324,Casa en venta ,120,construidos , 4 recs. ,"1,285,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
325,Casa en venta ,120,construidos , 3 recs. ,"2,045,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
326,Casa en venta ,270,construidos , 3 recs. ,"1,675,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
327,Casa en venta ,160,construidos , 3 recs. ,"1,621,193"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
328,Casa en venta ,234,construidos , 3 recs. ,"1,604,082"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
329,Casa en venta ,160,construidos , 3 recs. ,"5,543,125"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
330,Casa en venta ,165,construidos , 4 recs. ,"1,248,500"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
331,Casa en venta ,115,construidos , 3 recs. ,"6,500,000"," Coquimbo 0 , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.127119,19.488592
332,Casa en venta ,447,construidos , 3 recs. ,"3,130,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
333,Casa en venta ,416,construidos , 4 recs. ,"13,000,000"," Oruro 20 , Lindavista Sur , Gustavo A. Madero , Distrito Federal ",-99.1288615,19.4906193
334,Casa en venta ,227,construidos , 3 recs. ,"1,842,128"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
335,Casa en venta ,340,construidos , 4 recs. ,"4,200,000"," Ingeniero Braulio Martínez 2 , Guadalupe Insurgentes , Gustavo A. Madero , Distrito Federal ",-99.1343466,19.470947
336,Casa en venta ,200,construidos , 5 recs. ,"3,400,000"," NORTE 24 00 , Industrial , Gustavo A. Madero , Distrito Federal ",-99.1248628,19.4736233
337,Casa en venta ,222,construidos , 3 recs. ,"5,550,000"," CATAMARCA , Residencial Zacatenco , Gustavo A. Madero , Distrito Federal ",-99.1258998,19.5034532
338,Casa en venta ,164,construidos , 3 recs. ,"2,596,500"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
339,Casa en venta ,447,construidos , 4 recs. ,"3,130,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
340,Casa en venta ,120,construidos , 4 recs. ,"1,292,576"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
341,Casa en venta ,131,construidos , 2 recs. ,"1,842,128"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
342,Casa en venta ,245,construidos , 4 recs. ,"4,975,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
343,Casa en venta ,70,construidos , 2 recs. ,"1,505,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
344,Casa en venta ,370,construidos , 3 recs. ,"1,319,514"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
345,Casa en venta ,280,construidos , 3 recs. ,"1,548,293"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
346,Casa en venta ,190,construidos , 6 recs. ,"4,500,000"," Ampliación San Juan de Aragón , Gustavo A. Madero , Distrito Federal ",-99.1048072,19.4753714
347,Casa en venta ,190,construidos , 4 recs. ,"1,235,000"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
348,Casa en venta ,168,construidos , 4 recs. ,"1,842,128"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
349,Casa en venta ,260,construidos , 3 recs. ,"1,435,167"," Gustavo A. Madero , Distrito Federal ",-99.1236134,19.4873329
