attributes,price,status,adress,link
 115 m² construidos | 3 recs. ,"595,000",Casa en venta , NORTE 3A 00 - Defensores De La República - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869299570-casa-en-la-gam-defensores-de-la-republica-remate-bancario--_JM#position=41&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 320 m² construidos | 3 recs. ,"2,405,000",Casa en venta , SOLOLA 0 - Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-800951917-casa-colonia-valle-del-tepeyac-_JM#position=42&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 250 m² construidos ,"785,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-812800506-remate-bancario-en-la-colonia-el-coyol-_JM#position=43&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 124 m² construidos | 5 recs. ,"1,245,772",Casa en venta , Norte 50 00 - La Joyita - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-851458749-casa-en-venta-a-5-min-metro-misterios-_JM#position=44&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 150 m² construidos | 3 recs. ,"596,000",Casa en venta , Calle 13 00 - El Coyol - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869909802-casa-en-el-coyol-gran-remate--_JM#position=45&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 174 m² construidos | 3 recs. ,"2,710,000",Casa en venta , Aragón 0 - Villa De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-851410541-casa-de-remate-judicial-col-villa-de-aragon-gam-_JM#position=46&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 170 m² construidos | 3 recs. ,"920,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-841040475-casa-en-gustavo-a-madero-col-estrella-calle-turquesa-_JM#position=47&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 255 m² construidos | 5 recs. ,"2,800,000",Casa en venta , Norte 56 - Tablas De San Agustín - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828311649-casa-en-venta-en-col-tabalas-san-agustin-remate-bancario-_JM#position=48&type=item&tracking_id=4adc6047-33b0-4ee9-b489-877315204271
 255 m² construidos | 3 recs. ,"4,900,000",Casa en venta , lindavista 1 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-800992311-casa-en-privada-lindavista-cdmx-3-niveles-_JM#position=1&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 380 m² construidos | 4 recs. ,"914,986",Casa en venta , CALLE QUINCE 00 - Planetario Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-847965090-casa-en-venta-col-lindavista-gam-_JM#position=2&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 300 m² cubiertos | 4 habs. ,"1,055,602",Casa en venta , Volcán Jorullo 00 - La Pradera 1a Sección - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-849112518-precio-remate-casa-en-la-pradera-gustavo-a-madero-_JM#position=3&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 399 m² construidos | 10 recs. ,"7,800,000",Casa en venta , FRANCISCO TAMAGNO 200 - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-832353658-casa-super-bien-ubicada-en-la-vallejo-_JM#position=4&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 246 m² construidos | 5 habs. ,"2,800,000",Casa en venta , Totli - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852149208-rcv-2017-casa-en-venta-colonia-santa-isabel-tola-en-gustavo-a-madero-_JM#position=5&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 150 m² construidos | 3 recs. ,"1,903,273",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852177285-venta-remate-bancario-casa-en-guadalupe-victoria-mx20-jl9459-_JM#position=6&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 399 m² construidos | 10 recs. ,"7,800,000",Casa en venta , Francisco tamagno 200 - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-821645428-casa-en-vallejo-muy-bien-ubicada-_JM#position=7&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 100 m² construidos | 3 recs. ,"2,280,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-870954303-casa-en-venta-228000000-col-san-juan-de-aragon-gam-cdmx-_JM#position=8&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 533 m² construidos | 7 recs. ,"10,000,000",Casa en venta , Guadalupe Tepeyac - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-844625396-magnifica-casa-en-venta-guadalupe-tepeyac-_JM#position=9&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 100 m² construidos | 3 recs. ,"4,970,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-824874116-casa-en-venta-en-col-ampliacion-lindavista-_JM#position=10&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 600 m² construidos | 3 recs. ,"3,800,000",Casa en venta , Volcan Jorullo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828311640-casa-en-venta-remate-bancario-col-pradera-1secc-gustavo-a-madero-_JM#position=11&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 500 m² construidos | 3 recs. ,"1,681,193",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-820781711-venta-de-casa-en-matanzas-lindavista-gam-_JM#position=12&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 156 m² construidos | 3 recs. ,"1,603,773",Casa en venta , Chiquihuite 00 - Barrio Candelaria Ticomán - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-851018380-casa-en-venta-a-15-min-plaza-lindavista-_JM#position=13&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 100 m² construidos | 3 recs. ,"2,020,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-870952659-especial-hipotecario-2020000-col-gertrudiz-sanchez-gam-cdmx-_JM#position=14&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 360 m² construidos | 4 recs. ,"3,000,000",Casa en venta , Avenida - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828308432-venta-de-casa-recuperacion-bancaria-en-col-san-juan-de-aragon-gustavo-a-madero-_JM#position=15&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 90 m² construidos | 3 recs. ,"1,206,168",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852197971-casa-en-san-juan-de-aragon-v-seccion-mx20-jm8235-_JM#position=16&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 90 m² construidos | 3 recs. ,"2,550,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-870954911-casa-en-venta-255000000-col-ctm-aragon-gam-cdmx-_JM#position=17&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 270 m² construidos | 3 recs. ,"1,675,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852179946-oportunidad-en-invertir-_JM#position=18&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 120 m² construidos | 3 recs. ,"1,799,784",Casa en venta , Estado de México 00 - Providencia - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869616230-ram-casa-en-venta-remate-bancario-colonia-providencia-_JM#position=19&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 171 m² construidos | 1 rec. ,"3,087,800",Casa en venta , Cdmx - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-815129553-gran-venta-de-casa-en-lindavista-gam-_JM#position=20&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 350 m² construidos | 4 recs. ,"678,885",Casa en venta , estela 0 - Guadalupe Tepeyac - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-840755214-remato-casa-en-col-guadalupe-tepeyac-db-_JM#position=21&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 250 m² construidos | 4 recs. ,"4,044,000",Casa en venta , AVENIDA 513 135 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-827813684-ea-casa-en-unidad-aragon-1-secc-cdmx-remate-bancario-_JM#position=22&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 345 m² construidos | 4 recs. ,"1,384,082",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-871864749-hermosa-casa-en-remate-col-lindavista-norte-gustavo-a-madero-_JM#position=23&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 400 m² construidos | 4 recs. ,"1,049,830",Casa en venta , CALI 786 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-868069954-remato-casa-2-pisos-en-privada-junto-a-ipn-zacatenco-_JM#position=24&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 124 m² construidos | 5 recs. ,"735,647",Casa en venta , NORTE 50 0 - La Joyita - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-871522786-casa-en-remate-col-la-joyita-gustavo-a-madero-crgs-_JM#position=25&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 184 m² construidos ,"1,643,800",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-864226939-casa-en-santa-isabel-tola-mx21-jt5567-_JM#position=26&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 185 m² construidos | 4 recs. ,"1,941,216",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-864205892-casa-en-defensores-de-la-republica-mx21-jt5557-_JM#position=27&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 90 m² construidos | 3 recs. ,"1,206,168",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852200127-casa-en-san-juan-de-aragon-v-seccion-mx20-jm8192-_JM#position=28&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 115 m² construidos | 3 recs. ,"1,245,772",Casa en venta , Norte 50 00 - La Joyita - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-840096951-casa-a-precio-de-remate-en-gustavo-a-madero-la-joyita-_JM#position=29&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 399 m² construidos | 10 recs. ,"7,800,000",Casa en venta , Francisco Tamagno 150 - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-832783771-casa-con-6-departamentos-a-dos-min-de-hospital-la-raza-_JM#position=30&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 200 m² construidos | 3 recs. ,"2,300,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828873109-casa-en-venta-en-colonia-ampliacion-lindavista-adtrlv179-_JM#position=31&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 185 m² construidos | 4 recs. ,"1,941,216",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-867080751-casa-en-defensores-de-la-republica-mx21-ju5374-_JM#position=32&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 128 m² construidos | 5 recs. ,"970,000",Casa en venta , DRAGMAS 87 - Fernando Casas Alemán - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-835476930-casa-dragmas-87-remate-bancario-raga1010-_JM#position=33&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 210 m² construidos | 4 habs. ,"991,298",Casa en venta , SOSOLA 0 - Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-868548670-remato-casa-a-1km-de-parque-lindavista-dao-_JM#position=34&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 554 m² construidos ,"6,750,000",Casa en venta , CALLE 1810 - Santa María Ticoman - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-833492378-casa-en-santa-maria-ticoman-_JM#position=35&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 255 m² construidos | 5 recs. ,"2,550,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828878596-casa-en-venta-en-colonia-tablas-de-san-agustin-adtrlv182-_JM#position=36&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 100 m² construidos | 3 recs. ,"1,145,000",Casa en venta , CALLE 641 0 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-800081095-casa-de-una-planta-en-gustavo-a-madero-_JM#position=37&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 180 m² construidos | 3 recs. ,"1,100,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-830144739-casa-en-gustavo-a-madero-col-tepeyac-insurgentes-atepoxco-_JM#position=38&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 447 m² construidos | 4 recs. ,"4,600,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828875775-casa-en-venta-en-colonia-lindavista-del-sur-adtrlv180-_JM#position=39&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 300 m² construidos | 4 recs. ,"1,435,167",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-857993109-preciosa-casa-en-remate-bancario-gvo-a-madero-precio-unico-_JM#position=40&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 150 m² construidos | 3 recs. ,"1,839,500",Casa en venta , CALLE 1505 50 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-820600250-gr-ultimo-remate-en-col-san-juan-de-aragon-casa-en-venta-_JM#position=41&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 124 m² construidos | 3 recs. ,"1,617,128",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-830231567-casa-en-gustavo-a-madero-col-lindavista-oroya-_JM#position=42&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 180 m² construidos | 3 recs. ,"860,000",Casa en venta , Del Golfo 23 - Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-838675427-remato-casa-por-zona-arqueologica-tenayuca-n-r-a-_JM#position=43&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 350 m² construidos | 5 recs. ,"4,799,999",Casa en venta , 625 190 - San Juan De Aragón 4a Secc. - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-803820389-casa-dividida-en-dos-departamentos-para-inversionistas--_JM#position=44&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 290 m² construidos | 4 habs. ,"718,794",Casa en venta , FARO DE ALEJANDRIA 0 - Siete Maravillas - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-865627012-aprovecha-remato-casa-cerca-de-escuela-ipn-turismo-gh-_JM#position=45&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 180 m² construidos | 3 recs. ,"1,150,000",Casa en venta , TURQUESA 0 - Estrella - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-830097269-hermosa-casa-en-calle-turquesa-col-estrella-gam-oferta-prz-_JM#position=46&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 171 m² construidos | 3 recs. ,"1,885,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828871668-casa-en-venta-en-colonia-san-juan-de-aragon-adtrlv175-_JM#position=47&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 260 m² construidos | 3 recs. ,"6,532,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-824882477-casa-en-venta-en-col-torres-de-lindavista-_JM#position=48&type=item&tracking_id=d7f9ca9d-e9d2-4a46-a71b-a182f723fb8a
 250 m² construidos | 4 recs. ,"1,351,000",Casa en venta , HUASTECA 00 - Industrial - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-823748028-casa-en-remate-col-industrial-gam-_JM#position=1&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 200 m² construidos | 3 recs. ,"1,350,000",Casa en venta , BONAO 104 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-849202209-remato-casa-cerca-del-metro-indios-verdes-remate-bancario-hb-_JM#position=2&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 124 m² construidos | 5 recs. ,"735,647",Casa en venta , NORTE 0 - La Joyita - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-865625084-remato-casa-excelente-ubicacion-cerca-de-plaza-tepeyac-gh-_JM#position=3&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 180 m² construidos | 4 recs. ,"1,951,333",Casa en venta , Puerto Campeche 124 - Casas Alemán Amp - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-847977354-casa-en-casas-aleman-_JM#position=4&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 270 m² construidos | 3 recs. ,"1,675,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852186529-casa-en-ampliacion-providencia-mx20-jl9484-_JM#position=5&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 185 m² construidos ,"5,700,000",Casa en venta , San Bartolo Atepehuacan - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-844628283-casa-en-venta-en-zona-comercial-lindavista-_JM#position=6&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 170 m² construidos | 3 recs. ,"1,373,333",Casa en venta , Brasilia 9 - San Pedro Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869062984-casa-en-venta-de-remate-hipotecario-en-san-pedro-zacatenco-_JM#position=7&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 559 m² construidos | 5 recs. ,"417,884",Casa en venta , 10 de mayo 00 - Loma La Palma - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-817775651-vendo-casa-en-delegacion-gustavo-a-madero-_JM#position=8&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 230 m² construidos | 3 recs. ,"2,100,000",Casa en venta , Norte 19 0 - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-846770675-linda-casa-de-remate-hipotecario-en-venta-nueva-vallejo-_JM#position=9&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 132 m² construidos | 4 recs. ,"4,999,000",Casa en venta , Talara 98 - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-725477093-casa-en-venta-en-basilica-tepeyac-insurgentes-la-villa-_JM#position=10&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 130 m² construidos | 3 recs. ,"1,398,500",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-857973576-casa-en-remate-casas-aleman-gvo-a-madero-excelente-precio-_JM#position=11&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 180 m² construidos | 4 recs. ,"3,705,000",Casa en venta , POLAR 0 - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-799772854-casa-en-tepeyac-insurgentes-_JM#position=12&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 173 m² construidos | 4 recs. ,"595,000",Casa en venta , NORTE 3A 4720 - Defensores De La República - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-866018013-eo-casa-en-venta-norte-3a-defensores-de-la-republica-gam-_JM#position=13&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 180 m² construidos | 4 recs. ,"2,950,000",Casa en venta , 54B 5414 - Bondojito - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-820476487-casa-para-remodelar-_JM#position=14&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 240 m² construidos | 3 recs. ,"564,000",Casa en venta , Camino a la Enseñanza 00 - Campestre Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-840490931-casa-en-venta-cerca-metrobus-gran-canal-_JM#position=15&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 280 m² construidos | 4 recs. ,"2,083,000",Casa en venta , FARALLONES 0 - Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-802100246-casa-en-calle-farallones-_JM#position=16&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 120 m² construidos | 3 recs. ,"2,175,809",Casa en venta , 623 00 - San Juan De Aragón 4a Secc. - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-868586767-ram-casa-en-venta-remate-bancario-san-juan-de-aragon-gam-_JM#position=17&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 60 m² construidos | 3 recs. ,"2,845,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-867616129-departamento-en-remate-_JM#position=18&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 100 m² construidos | 3 recs. ,"400,292",Casa en venta , GRAN CANAL 6750 - Casas Alemán Amp - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-815127040-gr-ultimo-remate-en-col-amp-casas-aleman-casa-en-venta-_JM#position=19&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 171 m² construidos | 3 recs. ,"1,850,000",Casa en venta , 637 69 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-776383537-casa-de-remate-en-san-juan-de-aragon-_JM#position=20&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 200 m² construidos | 3 recs. ,"5,073,900",Casa en venta , Paranagua 000 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-802102264-lb-casa-venta-lindavista-gustavo-a-madero-cdmx-_JM#position=21&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 85 m² construidos | 3 recs. ,"2,171,104",Casa en venta , Natal 528 - Churubusco Tepeyac - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-846769547-casa-de-remate-hipotecario-en-churubusco-tepeyac-_JM#position=22&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 220 m² construidos | 3 recs. ,"2,185,000",Casa en venta , NORTE 19 0 - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-799677912-casa-en-colonia-vallejo-_JM#position=23&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 108 m² construidos | 4 recs. ,"2,021,867",Casa en venta , CALLE 302 0 - El Coyol - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-871993527-remato-casa-a-unas-cuadras-de-deportivo-bicentenario-gh-_JM#position=24&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 292 m² construidos | 6 recs. ,"1,518,988",Casa en venta , TESORO 0 - Tres Estrellas - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-801635545-casa-en-gam-_JM#position=25&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 250 m² construidos | 3 recs. ,"4,970,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-835047941-preciosa-casa-en-calle-caracas-torres-lindavista-gam-_JM#position=26&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 108 m² construidos | 2 recs. ,"2,700,000",Casa en venta , Norte 72 0 - La Joya - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-834028170-norte-72-casa-en-venta-_JM#position=27&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 100 m² construidos | 3 recs. ,"3,674,304",Casa en venta , Norte 19 000 - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-802117066-lb-venta-casa-nueva-vallejo-gustavo-a-madero-cdmx-_JM#position=28&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 150 m² construidos | 3 recs. ,"564,000",Casa en venta , Camino de la Esperanza 00 - Campestre Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-845033918-casa-en-la-campestre-aragon-en-remate-a-super-precio-_JM#position=29&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 120 m² construidos | 3 recs. ,"1,304,678",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-843530299-remate-de-bonita-casa-en-lindavista-gustavo-a-madero-_JM#position=30&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 200 m² construidos | 3 recs. ,"723,257",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-846325165-remate-de-casa-con-tres-locales-en-constitucion-de-la-republica-gam-_JM#position=31&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
 80 m² construidos | 2 recs. ,"2,020,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828864118-casa-en-venta-en-colonia-san-juan-de-aragon-adtrlv174-_JM#position=32&type=item&tracking_id=83824ff7-aa39-4a4b-b30a-50b76cf10544
