attributes,price,status,adress
 348 m² construidos | 4 recs. ,"17,500,000",Casa en venta , Tlacoquemécatl Del Valle - Benito Juárez - Distrito Federal 
 195 m² construidos | 3 recs. ,"6,950,000",Casa en venta , Amores - Del Valle Centro - Benito Juárez - Distrito Federal 
 325 m² construidos | 3 recs. ,"14,850,000",Casa en venta , Aniceto Ortega - Benito Juárez - Distrito Federal 
 235 m² construidos | 3 recs. ,"14,268,042",Casa en venta , Amores - Del Valle Sur - Benito Juárez - Distrito Federal 
 224 m² construidos | 3 recs. ,"4,080,000",Casa en venta , Av Juárez 0 - Santa Cruz Atoyac - Benito Juárez - Distrito Federal 
 266 m² construidos | 4 recs. ,"2,980,000",Casa en venta , Cincinnati 0 - Nochebuena - Benito Juárez - Distrito Federal 
 158 m² construidos | 3 recs. ,"7,400,000",Casa en venta , Luz Saviñón - Del Valle Centro - Benito Juárez - Distrito Federal 
 166 m² construidos | 4 recs. ,"1,617,500",Casa en venta , Benito Juárez - Distrito Federal 
 183 m² construidos | 4 recs. ,"8,900,000",Casa en venta , Avenida Coyoacán - Del Valle Centro - Benito Juárez - Distrito Federal 
 100 m² construidos | 3 recs. ,"375,000",Casa en venta , SAN FELIPE 85 - Xoco - Benito Juárez - Distrito Federal 
 250 m² construidos | 4 recs. ,"1,350,000",Casa en venta , ROCHESTER 46 - Nápoles - Benito Juárez - Distrito Federal 
 190 m² construidos | 3 recs. ,"6,710,000",Casa en venta , Ixcateopan 0 - Vértiz Narvarte - Benito Juárez - Distrito Federal 
 650 m² construidos | 3 recs. ,"22,000,000",Casa en venta , alabama 81 - Nápoles - Benito Juárez - Distrito Federal 
 184 m² construidos | 3 recs. ,"1,456,068",Casa en venta , Benito Juárez - Distrito Federal 
 430 m² construidos | 3 recs. ,"15,300,000",Casa en venta , Amores 1 - Colonia Del Valle - Benito Juárez - Distrito Federal 
 241 m² construidos | 3 recs. ,"1,603,179",Casa en venta , Benito Juárez - Distrito Federal 
 196 m² construidos | 2 recs. ,"1,416,396",Casa en venta , Benito Juárez - Distrito Federal 
 278 m² construidos | 4 recs. ,"1,672,886",Casa en venta , Benito Juárez - Distrito Federal 
 360 m² construidos | 4 recs. ,"1,550,369",Casa en venta , ENRIQUE PESTALOZZI 622 - Narvarte - Benito Juárez - Distrito Federal 
 178 m² construidos | 2 recs. ,"1,617,500",Casa en venta , Benito Juárez - Distrito Federal 
 328 m² construidos | 3 recs. ,"9,100,000",Casa en venta , Patricio Zanz 1326 - Del Valle Centro - Benito Juárez - Distrito Federal 
 206 m² construidos | 3 recs. ,"2,470,000",Casa en venta , ´Mercaderes 0 - San José Insurgentes - Benito Juárez - Distrito Federal 
 365 m² construidos | 6 recs. ,"12,500,000",Casa en venta , Pablo Ucello - Ciudad De Los Deportes - Benito Juárez - Distrito Federal 
 345 m² construidos | 3 recs. ,"7,814,480",Casa en venta , Benito Juárez - Distrito Federal 
 192 m² construidos | 3 recs. ,"1,553,529",Casa en venta , Benito Juárez - Distrito Federal 
 145 m² construidos | 3 recs. ,"1,551,869",Casa en venta , Benito Juárez - Distrito Federal 
 240 m² construidos | 4 recs. ,"9,800,000",Casa en venta , Miguel Laurent 156 - Tlacoquemécatl Del Valle - Benito Juárez - Distrito Federal 
 276 m² construidos | 4 recs. ,"14,900,000",Casa en venta , Dallas - Nápoles - Benito Juárez - Distrito Federal 
 219 m² construidos | 3 recs. ,"13,100,000",Casa en venta , Dallas - Nápoles - Benito Juárez - Distrito Federal 
 330 m² construidos | 2 recs. ,"1,565,372",Casa en venta , Benito Juárez - Distrito Federal 
 206 m² construidos | 3 recs. ,"1,553,529",Casa en venta , Benito Juárez - Distrito Federal 
 323 m² construidos | 2 recs. ,"2,400,000",Casa en venta , Benito Juárez - Distrito Federal 
 330 m² construidos | 4 recs. ,"14,900,000",Casa en venta , Lopez Cotilla 1546 - Del Valle Sur - Benito Juárez - Distrito Federal 
 400 m² construidos | 4 recs. ,"14,000,000",Casa en venta , NAPOLES 100 - Nápoles - Benito Juárez - Distrito Federal 
 240 m² construidos | 3 recs. ,"1,568,514",Casa en venta , Benito Juárez - Distrito Federal 
 336 m² construidos | 4 recs. ,"5,926,465",Casa en venta , Benito Juárez - Distrito Federal 
 167 m² construidos | 3 recs. ,"5,800,000",Casa en venta , Alamos - Benito Juárez - Distrito Federal 
 360 m² construidos | 4 recs. ,"6,500,000",Casa en venta , sucre 0 - Moderna - Benito Juárez - Distrito Federal 
 209 m² construidos | 2 recs. ,"9,100,000",Casa en venta , 1a Cda Augusto Rodin 23 - San Juan - Benito Juárez - Distrito Federal 
 151 m² construidos | 3 recs. ,"8,980,000",Casa en venta , Avenida Tres 15 - San Pedro De Los Pinos - Benito Juárez - Distrito Federal 
 244 m² construidos | 2 recs. ,"8,400,000",Casa en venta , Patricio Sanz - Benito Juárez - Distrito Federal 
 260 m² construidos | 4 recs. ,"6,500,000",Casa en venta , Bruno Traven - General Pedro Maria Anaya - Benito Juárez - Distrito Federal 
 166 m² construidos | 2 recs. ,"1,075,000",Casa en venta , CASTILLA 197 0 - Alamos - Benito Juárez - Distrito Federal 
 266 m² construidos | 4 recs. ,"2,980,000",Casa en venta , Cincinnati 0 - Nochebuena - Benito Juárez - Distrito Federal 
 580 m² construidos | 3 recs. ,"33,000,000",Casa en venta , 1 CERRADA DE SAN BORJA 20 1 - Del Valle Centro - Benito Juárez - Distrito Federal 
 283 m² construidos | 3 recs. ,"6,500,000",Casa en venta , Martín Luis Guzmán 297 - Villa De Cortes - Benito Juárez - Distrito Federal 
 186 m² construidos | 3 recs. ,"6,700,000",Casa en venta , San Pedro De Los Pinos - Benito Juárez - Distrito Federal 
 188 m² construidos | 3 recs. ,"6,950,000",Casa en venta , Anaxagoras 1 - Narvarte Poniente - Benito Juárez - Distrito Federal 
 298 m² construidos | 5 recs. ,"9,990,000",Casa en venta , Virginia 1 - Nativitas - Benito Juárez - Distrito Federal 
 141 m² construidos | 3 recs. ,"5,300,000",Casa en venta , Nativitas - Benito Juárez - Distrito Federal 
 163 m² construidos | 3 recs. ,"5,680,000",Casa en venta , Calle 5 - San Pedro De Los Pinos - Benito Juárez - Distrito Federal 
 271 m² construidos | 3 recs. ,"8,500,000",Casa en venta , pilares 408 - Del Valle Centro - Benito Juárez - Distrito Federal 
 246 m² construidos | 3 recs. ,"9,190,000",Casa en venta , San Francisco 635 - Del Valle Centro - Benito Juárez - Distrito Federal 
 350 m² construidos | 4 recs. ,"1,048,741",Casa en venta , IXCATEOPAN 201 201 - Letran Valle - Benito Juárez - Distrito Federal 
 200 m² construidos | 3 recs. ,"2,470,000",Casa en venta , Mercaderes 104 - San José Insurgentes - Benito Juárez - Distrito Federal 
 100 m² construidos | 3 recs. ,"538,000",Casa en venta , MONTEALBAN 0 - Narvarte - Benito Juárez - Distrito Federal 
 417 m² construidos | 4 recs. ,"2,570,000",Casa en venta , Heriberto Frias 1235 - Del Valle Centro - Benito Juárez - Distrito Federal 
 280 m² construidos | 3 recs. ,"830,500",Casa en venta , Callejón de la santísima 12 - Santa Cruz Atoyac - Benito Juárez - Distrito Federal 
 200 m² construidos | 3 recs. ,"3,130,000",Casa en venta , Benito Juárez - Distrito Federal 
 300 m² construidos | 3 recs. ,"2,503,536",Casa en venta , VICTOR HUGO 0 - Portales - Benito Juárez - Distrito Federal 
 185 m² construidos | 3 recs. ,"8,400,000",Casa en venta , Patricio Sanz 75 - Acacias - Benito Juárez - Distrito Federal 
 111 m² construidos | 3 recs. ,"3,950,000",Casa en venta , Elena Arizmendi Mejia 0 - Colonia Del Valle - Benito Juárez - Distrito Federal 
 250 m² construidos | 4 recs. ,"1,148,653",Casa en venta , ANA MARIA MIER 21 21 - Narvarte - Benito Juárez - Distrito Federal 
 90 m² construidos | 2 recs. ,"4,650,000",Casa en venta , Obrero Mundial 144 - Del Valle Norte - Benito Juárez - Distrito Federal 
 231 m² construidos | 4 recs. ,"10,700,000",Casa en venta , Dr José María Vértiz - Vértiz Narvarte - Benito Juárez - Distrito Federal 
 200 m² construidos ,"11,300,000",Casa en venta , Del Valle Centro - Benito Juárez - Distrito Federal 
 148 m² construidos | 3 recs. ,"6,070,000",Casa en venta , San Juan - Benito Juárez - Distrito Federal 
 115 m² construidos | 3 recs. ,"10,600,000",Casa en venta , Ernestina Larrainzar 9 - Del Valle Centro - Benito Juárez - Distrito Federal 
 140 m² construidos | 3 recs. ,"5,990,000",Casa en venta , San Pedro De Los Pinos - Benito Juárez - Distrito Federal 
 488 m² construidos | 6 recs. ,"11,495,000",Casa en venta , Xochicalco - Narvarte Oriente - Benito Juárez - Distrito Federal 
 141 m² construidos ,"2,600,000",Casa en venta , Benito Juárez - Distrito Federal 
 347 m² construidos | 4 recs. ,"7,700,000",Casa en venta , Ixcateopan 0 - Letran Valle - Benito Juárez - Distrito Federal 
 276 m² construidos | 4 recs. ,"7,990,000",Casa en venta , Mitla 1 - Colonia Narvarte Oriente - Benito Juárez - Distrito Federal 
 195 m² construidos | 3 recs. ,"7,300,000",Casa en venta , Cerrada Carraci 0 - San Juan - Benito Juárez - Distrito Federal 
 270 m² construidos | 4 recs. ,"1,320,000",Casa en venta , OHIO 15 - Nápoles - Benito Juárez - Distrito Federal 
 600 m² construidos | 4 recs. ,"1,320,000",Casa en venta , OHIO 13 - Nápoles - Benito Juárez - Distrito Federal 
 146 m² construidos | 2 recs. ,"7,304,840",Casa en venta , Matias Romero 85 - Del Valle Centro - Benito Juárez - Distrito Federal 
 395 m² construidos | 5 recs. ,"12,900,000",Casa en venta , Monte Alban 229 - Narvarte - Benito Juárez - Distrito Federal 
 280 m² construidos | 4 recs. ,"7,985,000",Casa en venta , Pestalozzi - Narvarte Poniente - Benito Juárez - Distrito Federal 
 364 m² construidos | 4 recs. ,"5,500,000",Casa en venta , sucre 1 - Moderna - Benito Juárez - Distrito Federal 
 500 m² construidos | 4 recs. ,"1,352,036",Casa en venta , GABRIEL MANCERA 46 - Del Valle Norte - Benito Juárez - Distrito Federal 
 218 m² construidos | 3 recs. ,"2,240,000",Casa en venta , EMPERADORES 0 - Portales - Benito Juárez - Distrito Federal 
 200 m² construidos | 4 recs. ,"1,049,998",Casa en venta , MARIA HERNANDEZ ZARCO 68 - Alamos - Benito Juárez - Distrito Federal 
 362 m² construidos | 3 recs. ,"10,470,000",Casa en venta , Nicolas San Juan 1 - Piedad Narvarte - Benito Juárez - Distrito Federal 
 167 m² construidos | 3 recs. ,"6,700,000",Casa en venta , Avenida ! de Mayo - San Pedro De Los Pinos - Benito Juárez - Distrito Federal 
 240 m² construidos | 4 recs. ,"1,209,000",Casa en venta , NICOLAS SAN JUAN 325 325 - Del Valle Centro - Benito Juárez - Distrito Federal 
 255 m² construidos | 3 recs. ,"8,950,000",Casa en venta , Pestalozzi - Narvarte Poniente - Benito Juárez - Distrito Federal 
 130 m² construidos | 3 recs. ,"596,275",Casa en venta , Benito Juárez - Distrito Federal 
 77 m² construidos | 2 recs. ,"4,519,900",Casa en venta , Popocatepetl - General Pedro Maria Anaya - Benito Juárez - Distrito Federal 
 100 m² construidos | 2 recs. ,"5,200,000",Casa en venta , Amado Nervo 114 - Moderna - Benito Juárez - Distrito Federal 
 214 m² construidos | 3 recs. ,"5,400,000",Casa en venta , Zempoala - Narvarte Oriente - Benito Juárez - Distrito Federal 
 180 m² construidos | 3 recs. ,"1,155,966",Casa en venta , CASTILLA 142 142 - Alamos - Benito Juárez - Distrito Federal 
 260 m² construidos | 3 recs. ,"9,350,000",Casa en venta , NOCHEBUENA 2 - Nochebuena - Benito Juárez - Distrito Federal 
 100 m² construidos | 3 recs. ,"569,000",Casa en venta , DIVISION DEL NORTE 2422 - Portales Norte - Benito Juárez - Distrito Federal 
 200 m² construidos | 4 recs. ,"950,000",Casa en venta , CUMBRES DE MALTRATA 599 599 - Periodista - Benito Juárez - Distrito Federal 
 350 m² construidos | 3 recs. ,"13,900,000",Casa en venta , Mitla - Narvarte Poniente - Benito Juárez - Distrito Federal 
 364 m² construidos | 4 recs. ,"5,500,000",Casa en venta , Sucre 36 - Moderna - Benito Juárez - Distrito Federal 
 72 m² construidos | 2 recs. ,"3,027,333",Casa en venta , OBRERO MUNDIAL 0 - Narvarte - Benito Juárez - Distrito Federal 
 233 m² construidos | 3 recs. ,"10,500,000",Casa en venta , Heriberto Frias - Del Valle Norte - Benito Juárez - Distrito Federal 
 293 m² construidos | 3 recs. ,"17,000,000",Casa en venta , Wisconsin 0000 - Ciudad De Los Deportes - Benito Juárez - Distrito Federal 
 235 m² construidos | 3 recs. ,"14,286,042",Casa en venta , Amores - Del Valle Norte - Benito Juárez - Distrito Federal 
 140 m² construidos | 2 recs. ,"5,900,000",Casa en venta , Alhambra 1011 - Portales Sur - Benito Juárez - Distrito Federal 
 180 m² construidos | 4 recs. ,"1,353,000",Casa en venta , GABRIEL MANCERA 0 - Colonia Del Valle - Benito Juárez - Distrito Federal 
 207 m² construidos | 3 recs. ,"8,250,000",Casa en venta , Del Valle Centro - Benito Juárez - Distrito Federal 
 200 m² construidos | 3 recs. ,"2,160,000",Casa en venta , Benito Juárez - Distrito Federal 
 228 m² construidos | 3 recs. ,"13,982,500",Casa en venta , Dallas - Nápoles - Benito Juárez - Distrito Federal 
 180 m² construidos | 4 recs. ,"1,352,036",Casa en venta , GABRIEL MANCER 46 - Del Valle Centro - Benito Juárez - Distrito Federal 
 180 m² construidos | 3 recs. ,"1,155,966",Casa en venta , CASTILLA 142 - Alamos - Benito Juárez - Distrito Federal 
 260 m² construidos | 4 recs. ,"6,490,000",Casa en venta , Bruno Traven - General Pedro Maria Anaya - Benito Juárez - Distrito Federal 
 266 m² construidos | 3 recs. ,"7,900,000",Casa en venta , San José Insurgentes - Benito Juárez - Distrito Federal 
 247 m² construidos | 3 recs. ,"15,219,666",Casa en venta , Amores - Del Valle Norte - Benito Juárez - Distrito Federal 
 537 m² construidos | 5 recs. ,"16,900,000",Casa en venta , Uxmal 266 - Narvarte Poniente - Benito Juárez - Distrito Federal 
 194 m² construidos | 3 recs. ,"6,720,285",Casa en venta , Monte Albán 396. Narvarte - Vértiz Narvarte - Benito Juárez - Distrito Federal 
 224 m² construidos | 3 recs. ,"3,810,000",Casa en venta , Av Juarez 141 - Santa Cruz Atoyac - Benito Juárez - Distrito Federal 
 560 m² construidos | 4 recs. ,"1,010,000",Casa en venta , IDAHO 00000 - Nápoles - Benito Juárez - Distrito Federal 
 350 m² construidos | 3 recs. ,"10,500,000",Casa en venta , Nicolas San Juan - Del Valle Sur - Benito Juárez - Distrito Federal 
 258 m² construidos | 4 recs. ,"11,500,000",Casa en venta , Providencia 0 - Del Valle Norte - Benito Juárez - Distrito Federal 
 124 m² construidos | 3 recs. ,"2,700,000",Casa en venta , Castilla - Benito Juárez - Distrito Federal 
 400 m² construidos | 4 recs. ,"1,049,998",Casa en venta , MARIA HERNANDEZ ZARCO 68 - Alamos - Benito Juárez - Distrito Federal 
 200 m² construidos | 4 recs. ,"1,049,998",Casa en venta , MARIA HERNANDEZ ZARCO 68 - Alamos - Benito Juárez - Distrito Federal 
 180 m² construidos | 3 recs. ,"1,155,900",Casa en venta , CASTILLA 0 - Alamos - Benito Juárez - Distrito Federal 
 200 m² construidos | 4 recs. ,"1,049,998",Casa en venta , MARIA HERNANDEZ ZARCO 68 - Alamos - Benito Juárez - Distrito Federal 
 180 m² construidos | 3 recs. ,"5,848,490",Casa en venta , Vértiz Narvarte - Benito Juárez - Distrito Federal 
 1 m² construidos | 4 recs. ,"13,900,000",Casa en venta , Narvarte Poniente - Benito Juárez - Distrito Federal 
 219 m² construidos | 3 recs. ,"13,686,875",Casa en venta , Dallas - Nápoles - Benito Juárez - Distrito Federal 
 400 m² construidos | 3 recs. ,"13,400,000",Casa en venta , San José Insurgentes - Benito Juárez - Distrito Federal 
 218 m² construidos | 3 recs. ,"2,240,000",Casa en venta , EMPERADORES 0 - Portales - Benito Juárez - Distrito Federal 
 271 m² construidos | 3 recs. ,"10,990,000",Casa en venta , Avenida Río Churubusco 277 - General Pedro Maria Anaya - Benito Juárez - Distrito Federal 
 228 m² construidos | 3 recs. ,"13,982,500",Casa en venta , Casas en Condominio en Pre-venta Colonia Nápoles - Ampliación Napoles - Benito Juárez - Distrito Federal 
 315 m² construidos | 3 recs. ,"11,995,100",Casa en venta , SAN LORENZO - Del Valle Sur - Benito Juárez - Distrito Federal 
 200 m² construidos | 3 recs. ,"2,160,000",Casa en venta , Benito Juárez - Distrito Federal 
 1 m² construidos | 6 recs. ,"11,760,000",Casa en venta , Victor Hugo - Albert - Benito Juárez - Distrito Federal 
 224 m² construidos | 4 recs. ,"1,180,000",Casa en venta , JUAREZ 141 - Santa Cruz Atoyac - Benito Juárez - Distrito Federal 
 62 m² construidos | 2 recs. ,"1,210,000",Casa en venta , CASAS GRANDES 0 - Narvarte - Benito Juárez - Distrito Federal 
 164 m² construidos | 3 recs. ,"1,220,000",Casa en venta , Tiburcio Sánchez de la Barquera 110 - Merced Gómez - Benito Juárez - Distrito Federal 
 150 m² construidos | 3 recs. ,"1,400,000",Casa en venta , MANUEL LOPEZ COTILLA 934 - Del Valle Centro - Benito Juárez - Distrito Federal 
 326 m² de terreno ,"15,500,000",Casa en venta , Napoles - Nápoles - Benito Juárez - Distrito Federal 
 346 m² construidos | 4 recs. ,"16,000,000",Casa en venta , Pitagoras - Narvarte Poniente - Benito Juárez - Distrito Federal 
 219 m² construidos | 4 recs. ,"2,203,839",Casa en venta , BUFALO 00 - Del Valle Sur - Benito Juárez - Distrito Federal 
